	molregno	assay_chembl_id	description	assay_organism	assay_tissue	assay_cell_type	standard_relation	published_value	published_units	standard_value	standard_units	standard_type	activity_comment	published_type	data_validity_comment	published_relation	pchembl_value	standard_inchi	canonical_smiles
4284	1512844	CHEMBL2318190	Binding affinity to human ERG	Homo sapiens			>	50	uM	50000	nM	IC50		IC50		>		InChI=1S/C24H32F3N3O3/c1-32-21-14-33-8-5-20(21)29-18-10-16-3-2-6-23(16,11-18)22(31)30-7-4-19-15(13-30)9-17(12-28-19)24(25,26)27/h9,12,16,18,20-21,29H,2-8,10-11,13-14H2,1H3/t16-,18-,20?,21?,23-/m1/s1	COC1COCCC1N[C@@H]2C[C@H]3CCC[C@]3(C2)C(=O)N4CCc5ncc(cc5C4)C(F)(F)F
1816	628255	CHEMBL1113809	Inhibition of human ERG by single cell patch-clamp assay	Homo sapiens			>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C14H8ClF2N3O2S/c15-6-3-9-14(19-4-6)20-10(23-9)5-22-8-2-1-7(16)11(12(8)17)13(18)21/h1-4H,5H2,(H2,18,21)	NC(=O)c1c(F)ccc(OCc2nc3ncc(Cl)cc3s2)c1F
4028	1429928	CHEMBL2173537	Inhibition of human ERG expressed in CHOK1 cells after 5 mins by whole-cell patch clamp assay	Homo sapiens		CHO-K1	>	100	uM	100000	nM	IC50		IC50		>		InChI=1S/C26H46N4.ClH/c1-23-9-3-5-17-29(23)19-7-15-27-21-25-11-13-26(14-12-25)22-28-16-8-20-30-18-6-4-10-24(30)2;/h11-14,23-24,27-28H,3-10,15-22H2,1-2H3;1H/t23-,24-;/m1./s1	Cl.C[C@@H]1CCCCN1CCCNCc2ccc(CNCCCN3CCCC[C@H]3C)cc2
3181	1280893	CHEMBL1954529	Displacement of 3,7-Bis[2-(4-nitro[3,5-3H]phenyl)ethyl]-3,7-diazabicyclo[3.3.1]nonane from human ERG expressed in HEK cells after 3 hrs	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C32H45N3O4S/c1-4-35(32(37)24-26-10-12-30(13-11-26)40(3,38)39)29-16-19-33(20-17-29)21-18-31(28-8-6-5-7-9-28)34-22-14-27(15-23-34)25(2)36/h5-13,27,29,31H,4,14-24H2,1-3H3	CCN(C1CCN(CCC(N2CCC(CC2)C(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
1937	687559	CHEMBL1219663	Displacement of [3H]dofetilide from human ERG at 10 uM	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C23H15FN4O2/c24-17-6-3-15(4-7-17)21-12-20(16-5-10-19-22(11-16)30-23(29)26-19)27-28(21)18-8-1-14(13-25)2-9-18/h1-11,21H,12H2,(H,26,29)/t21-/m0/s1	Fc1ccc(cc1)[C@@H]2CC(=NN2c3ccc(cc3)C#N)c4ccc5NC(=O)Oc5c4
1232	563990	CHEMBL1063190	Inhibition of human ERG expressed in CHO cells by patch clamp assay	Homo sapiens		CHO	>	31.6	uM	31600	nM	IC50		IC50		>		InChI=1S/C28H35F3N4O3/c29-28(30,31)23-3-5-24(6-4-23)34-14-9-22(19-34)18-32-12-7-21(8-13-32)17-26(36)35-15-16-38-25(20-35)27(37)33-10-1-2-11-33/h3-6,9,14,19,21,25H,1-2,7-8,10-13,15-18,20H2	FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC(=O)N4CCOC(C4)C(=O)N5CCCC5)CC3)c2
3652	1347611	CHEMBL2045992	Binding affinity to human Erg	Homo sapiens			=	31	uM	31000	nM	IC50		IC50		=	4.51	InChI=1S/C31H28N6O4/c1-21-3-2-15-33-26(21)19-35-17-13-31(14-18-35)29(40)36(30(41)37(31)27-12-16-32-20-34-27)25-10-8-23(9-11-25)22-4-6-24(7-5-22)28(38)39/h2-12,15-16,20H,13-14,17-19H2,1H3,(H,38,39)	Cc1cccnc1CN2CCC3(CC2)N(C(=O)N(C3=O)c4ccc(cc4)c5ccc(cc5)C(=O)O)c6ccncn6
1951	364983	CHEMBL1227232	Inhibition of human ERG at holding potential of -80 mV to +40 mV	Homo sapiens			=	14.2	uM	14200	nM	IC50		IC50		=	4.85	InChI=1S/C27H25ClF3N3O2/c1-17(34-25(35)26(2,3)36-24-12-9-21(16-33-24)27(29,30)31)23(14-18-7-10-22(28)11-8-18)20-6-4-5-19(13-20)15-32/h4-13,16-17,23H,14H2,1-3H3,(H,34,35)/t17-,23+/m0/s1	C[C@H](NC(=O)C(C)(C)Oc1ccc(cn1)C(F)(F)F)[C@@H](Cc2ccc(Cl)cc2)c3cccc(c3)C#N
2067	715572	CHEMBL1292296	Inhibition of human ERG expressed in HEK cells by mini-patch clamp assay	Homo sapiens			=	2.3	uM	2300	nM	IC50		IC50		=	5.64	InChI=1S/C26H28N4O3/c31-18-23-7-4-11-28(23)13-14-30-25-9-8-22(15-21(25)17-27-30)29-12-10-24(16-26(29)32)33-19-20-5-2-1-3-6-20/h1-3,5-6,8-10,12,15-17,23,31H,4,7,11,13-14,18-19H2/t23-/m1/s1	OC[C@H]1CCCN1CCn2ncc3cc(ccc23)N4C=CC(=CC4=O)OCc5ccccc5
2512	1168509	CHEMBL1816746	Inhibition of human ERG expressed in CHO cells by high throughput single cell planar patch clamp method	Homo sapiens		CHO	=	5.28	uM	5280	nM	IC50		IC50		=	5.28	InChI=1S/C13H15Cl2N/c14-11-4-3-9(6-12(11)15)13-5-1-2-10(13)7-16-8-13/h3-4,6,10,16H,1-2,5,7-8H2/t10-,13+/m1/s1	Clc1ccc(cc1Cl)[C@@]23CCC[C@@H]2CNC3
5223	1726944	CHEMBL3226521	Inhibition of human ERG	Homo sapiens			>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C23H29N3O3S/c1-30-21-15(2-3-18(24-21)26-10-16-17(11-26)19(16)22(28)29)20(27)25-23-7-12-4-13(8-23)6-14(5-12)9-23/h2-3,12-14,16-17,19H,4-11H2,1H3,(H,25,27)(H,28,29)/t12?,13?,14?,16-,17+,19+,23?	CSc1nc(ccc1C(=O)NC23CC4CC(CC(C4)C2)C3)N5C[C@@H]6[C@H](C5)[C@H]6C(=O)O
2972	1178680	CHEMBL1837909	Displacement of [3H]-astemizole from human ERG in HEK293 cells after 1 hrs by scintillation counting	Homo sapiens		HEK293	=	2.5	uM	2500	nM	IC50		IC50		=	5.60	InChI=1S/C25H29F3N6O2/c1-36-23-9-4-16(11-29-23)15-2-6-19(7-3-15)34-13-18(14-34)31-22(35)12-30-24-20-10-17(25(26,27)28)5-8-21(20)32-33-24/h4-5,8-11,15,18-19H,2-3,6-7,12-14H2,1H3,(H,31,35)(H2,30,32,33)/t15-,19+	COc1ccc(cn1)[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4n[nH]c5ccc(cc45)C(F)(F)F
1641	620008	CHEMBL1106982	Inhibition of human ERG expressed in HEK cells assessed as blockade of potassium tail current by standard patch clamp analysis	Homo sapiens			=	0.91	uM	910	nM	IC50		IC50		=	6.04	InChI=1S/C20H24N2S/c1-14-8-7-12-21-20(14)15(2)19-16-9-5-6-10-17(16)23-18(19)11-13-22(3)4/h5-10,12,15H,11,13H2,1-4H3/t15-/m1/s1	C[C@@H](c1ncccc1C)c2c(CCN(C)C)sc3ccccc23
103	343042	CHEMBL859790	Inhibitory activity against hERG by patch-clamp assay	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C19H19FN4O3/c1-10-6-13-14(23-10)4-5-15(17(13)20)27-19-18-12(3)16(26-8-11(2)25)7-24(18)22-9-21-19/h4-7,9,11,23,25H,8H2,1-3H3/t11-/m0/s1	C[C@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C
5974	1843204	CHEMBL3428449	Displacement of MK499 from human ERG	Homo sapiens			>	60	uM	60000	nM	IC50		IC50		>		InChI=1S/C27H26Cl2FN3O5/c28-16-9-15(21(29)24-23(16)36-7-8-37-24)10-32-25-3-5-26(6-4-25,38-14-25)12-27(35)13-33-19(34)2-1-18-22(33)20(27)17(30)11-31-18/h1-2,9,11,32,35H,3-8,10,12-14H2/t25?,26?,27-/m0/s1	O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc(Cl)c5OCCOc5c4Cl)CN6C(=O)C=Cc7ncc(F)c1c67
343	393874	CHEMBL890046	Inhibition of hERG	Homo sapiens			=	0.3	uM	300	nM	IC50		IC50		=	6.52	InChI=1S/C20H29Cl2N5.H3N/c1-4-27(5-2)15(3)7-6-11-23-20-24-12-10-19(26-20)25-14-16-8-9-17(21)13-18(16)22;/h8-10,12-13,15H,4-7,11,14H2,1-3H3,(H2,23,24,25,26);1H3	N.CCN(CC)C(C)CCCNc1nccc(NCc2ccc(Cl)cc2Cl)n1
1332	560783	CHEMBL1062483	Displacement of [3H]dofetilide from human ERG	Homo sapiens			>	18500	nM	18500	nM	IC50		IC50		>		InChI=1S/C19H28N2O/c1-14(2)17-9-5-6-10-18(17)19(22)21(15-7-3-4-8-15)16-11-12-20-13-16/h5-6,9-10,14-16,20H,3-4,7-8,11-13H2,1-2H3/t16-/m0/s1	CC(C)c1ccccc1C(=O)N(C2CCCC2)[C@H]3CCNC3
1436	152819	CHEMBL1060930	Inhibition of human ERG channel expressed in HEK293 cells by patch clamp assay	Homo sapiens		HEK293	=	441	nM	441	nM	IC50		IC50		=	6.36	InChI=1S/C24H25FN6O/c1-29(23-26-13-10-22(32)28-23)19-11-14-30(15-12-19)24-27-20-4-2-3-5-21(20)31(24)16-17-6-8-18(25)9-7-17/h2-10,13,19H,11-12,14-16H2,1H3,(H,26,28,32)	CN(C1CCN(CC1)c2nc3ccccc3n2Cc4ccc(F)cc4)C5=NC=CC(=O)N5
4889	1586911	CHEMBL2444347	Inhibition of human ERG channel expressed in CHO cells by whole cell patch clamp technique	Homo sapiens		CHO	=	9.56	uM	9560	nM	IC50		IC50		=	5.02	InChI=1S/C23H26N2O5S/c1-29-23(26)22(14-16-15-24-21-9-5-4-8-20(16)21)25-31(27,28)19-12-10-18(11-13-19)30-17-6-2-3-7-17/h4-5,8-13,15,17,22,24-25H,2-3,6-7,14H2,1H3	COC(=O)C(Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(OC4CCCC4)cc3
2678	562356	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	4800	nM	4800	nM	IC50		IC50		=	5.32	InChI=1S/C24H31NO5S/c1-18-23(30-24-21(28-2)8-6-9-22(24)31(18,26)27)19-10-12-20(13-11-19)29-17-7-16-25-14-4-3-5-15-25/h6,8-13,18,23H,3-5,7,14-17H2,1-2H3	COc1cccc2c1OC(C(C)S2(=O)=O)c3ccc(OCCCN4CCCCC4)cc3
6874	2078120	CHEMBL3790417	Inhibition of human ERG	Homo sapiens			>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C23H21ClFN7O4/c1-2-20(33)36-21(14-3-6-17(25)7-4-14)23(35)32-19(9-10-28-32)22(34)26-12-15-11-16(24)5-8-18(15)31-13-27-29-30-31/h3-8,10-11,13,19,21H,2,9,12H2,1H3,(H,26,34)/t19-,21+/m0/s1	CCC(=O)O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc2cc(Cl)ccc2n3cnnn3)c4ccc(F)cc4
6240	1958182	CHEMBL3607541	Inhibition of human ERG assessed as reduction in MK499 competitive binding	Homo sapiens			=	7.6	uM	7600	nM	IC50		IC50		=	5.12	InChI=1S/C30H35FN6O4/c31-21-14-33-22-2-4-25(40-17-28(16-32)7-8-28)37-26(22)20(21)5-6-30-11-9-29(10-12-30,18-41-30)34-13-19-1-3-23-27(35-19)36-24(38)15-39-23/h1-4,14,34H,5-13,15-18,32H2,(H,35,36,38)	NCC1(COc2ccc3ncc(F)c(CCC45CCC(CC4)(CO5)NCc6ccc7OCC(=O)Nc7n6)c3n2)CC1
6258	1958163	CHEMBL3607541	Inhibition of human ERG assessed as reduction in MK499 competitive binding	Homo sapiens			>	60	uM	60000	nM	IC50		IC50		>		InChI=1S/C29H32FN5O6/c30-20-15-31-21-4-6-24(39-13-1-2-25(37)38)35-26(21)19(20)7-8-29-11-9-28(10-12-29,17-41-29)32-14-18-3-5-22-27(33-18)34-23(36)16-40-22/h3-6,15,32H,1-2,7-14,16-17H2,(H,37,38)(H,33,34,36)	OC(=O)CCCOc1ccc2ncc(F)c(CCC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1
2276	1143404	CHEMBL1771845	Inhibition of human ERG	Homo sapiens			=	10600	nM	10600	nM	IC50		IC50		=	4.98	InChI=1S/C21H27N7/c1-15-11-20(26-19(12-22)25-15)27-7-3-17(4-8-27)18-5-9-28(10-6-18)21-14-23-16(2)13-24-21/h11,13-14,17-18H,3-10H2,1-2H3	Cc1cnc(cn1)N2CCC(CC2)C3CCN(CC3)c4cc(C)nc(n4)C#N
4607	1529827	CHEMBL2350555	Inhibition of human ERG channel	Homo sapiens			>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C24H31N7O2/c1-15-7-8-16-19(11-15)31(10-6-9-30(4)5)29-20(16)18-13-26-22-21(27-18)17(12-25-22)23(33)28-24(2,3)14-32/h7-8,11-13,32H,6,9-10,14H2,1-5H3,(H,25,26)(H,28,33)	CN(C)CCCn1nc(c2cnc3[nH]cc(C(=O)NC(C)(C)CO)c3n2)c4ccc(C)cc14
5696	1832386	CHEMBL3404544	Inhibition of human ERG expressed in CHO cells by Patch express assay	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C26H25F2N5O5/c27-15-7-17-21-20(16(28)9-29-17)26(36,12-33(21)23(15)35)11-25-5-3-24(4-6-25,13-38-25)30-8-14-1-2-18-22(31-14)32-19(34)10-37-18/h1-2,7,9,30,36H,3-6,8,10-13H2,(H,31,32,34)/t24?,25?,26-/m0/s1	O[C@@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCC(=O)Nc5n4)CN6C(=O)C(=Cc7ncc(F)c1c67)F
2287	1143410	CHEMBL1771850	Inhibition of human ERG by patch clamp technique	Homo sapiens			=	44000	nM	44000	nM	IC50		IC50		=	4.36	InChI=1S/C21H24ClN7O/c22-17-12-24-21(25-13-17)28-7-3-15(4-8-28)19-11-16(19)5-10-30-20-2-1-18(14-23-20)29-9-6-26-27-29/h1-2,6,9,12-16,19H,3-5,7-8,10-11H2/t16-,19-/m1/s1	Clc1cnc(nc1)N2CCC(CC2)[C@H]3C[C@H]3CCOc4ccc(cn4)n5ccnn5
6648	2057683	CHEMBL3755637	Displacement of MK499 from human ERG	Homo sapiens			=	4	uM	4000	nM	IC50		IC50		=	5.40	InChI=1S/C26H28FN5O5/c1-35-21-5-3-17-23(32-21)22(16(27)12-28-17)18(33)10-26-8-6-25(7-9-26,14-37-26)29-11-15-2-4-19-24(30-15)31-20(34)13-36-19/h2-5,12,18,29,33H,6-11,13-14H2,1H3,(H,30,31,34)	COc1ccc2ncc(F)c(C(O)CC34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1
5587	1783597	CHEMBL3365826	Displacement of [3H]dofetilide from human ERG expressed in HEK293 cell membranes incubated for 90 mins by beta-counting method	Homo sapiens			>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C26H42N4O4.ClH/c1-6-34-15-19(11-16(2)3)29-25(32)21-13-27-14-22(24(21)31)26(33)30(20-8-9-20)23-10-7-18(12-28-23)17(4)5;/h7,10,12,16-17,19-22,24,27,31H,6,8-9,11,13-15H2,1-5H3,(H,29,32);1H/t19-,21-,22+,24-;/m1./s1	Cl.CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@@H]([C@@H]1O)C(=O)N(C2CC2)c3ccc(cn3)C(C)C
2327	1147472	CHEMBL1781193	Inhibition of human ERG expressed in CHOK1 cells electrophysiology study	Homo sapiens		CHO-K1	=	2.15	uM	2150	nM	IC50		IC50		=	5.67	InChI=1S/C19H22FNO/c1-22-19-12-16(20)9-10-18(19)15-6-4-5-14(11-15)13-21-17-7-2-3-8-17/h4-6,9-12,17,21H,2-3,7-8,13H2,1H3	COc1cc(F)ccc1c2cccc(CNC3CCCC3)c2
2356	1148008	CHEMBL1780626	Inhibition of human ERG by HT patch clamp assay	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C26H35N5O2/c1-16-21-5-4-9-30-10-8-28-14-18(30)15-29-20-11-17(6-7-19(20)25(27)33)31(21)22-12-26(2,3)13-23(32)24(16)22/h6-7,11,18,28-29H,4-5,8-10,12-15H2,1-3H3,(H2,27,33)/t18-/m0/s1	Cc1c2CCCN3CCNC[C@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15
2780	631496	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	20400	nM	20400	nM	IC50		IC50		=	4.69	InChI=1S/C24H30N4OS/c1-17-4-3-10-27(17)11-9-19-5-7-21-20(16-19)6-8-22(26-21)23-18(2)25-24(30-23)28-12-14-29-15-13-28/h5-8,16-17H,3-4,9-15H2,1-2H3/t17-/m1/s1	C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4sc(nc4C)N5CCOCC5
2241	1139769	CHEMBL1763073	Inhibition of human ERG	Homo sapiens								IC50	Not Active	IC50				InChI=1S/C18H20N2O2.C2H2O4/c1-20-11-10-17(14-6-4-3-5-7-14)22-18-12-16(21-2)9-8-15(18)13-19;3-1(4)2(5)6/h3-9,12,17,20H,10-11H2,1-2H3;(H,3,4)(H,5,6)/t17-;/m1./s1	CNCC[C@@H](Oc1cc(OC)ccc1C#N)c2ccccc2.OC(=O)C(=O)O
2022	707860	CHEMBL1259359	Inhibition of human ERG	Homo sapiens			=	4.7	nM	4.7	nM	IC50		IC50		=	8.33	InChI=1S/C23H28N2O2/c1-23(2,17-8-4-3-5-9-17)25-18-11-12-19(25)15-21(14-18)27-20-10-6-7-16(13-20)22(24)26/h3-10,13,18-19,21H,11-12,14-15H2,1-2H3,(H2,24,26)/t18-,19+,21-	CC(C)(N1[C@@H]2CC[C@H]1C[C@@H](C2)Oc3cccc(c3)C(=O)N)c4ccccc4
4840	1583035	CHEMBL2432176	Inhibition of human ERG by patch clamp assay	Homo sapiens			>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C20H21N5O3/c1-25-18(12-16(24-25)15-7-9-21-10-8-15)23-20(28)17(22-13-19(26)27)11-14-5-3-2-4-6-14/h2-10,12,17,22H,11,13H2,1H3,(H,23,28)(H,26,27)/t17-/m0/s1	Cn1nc(cc1NC(=O)[C@H](Cc2ccccc2)NCC(=O)O)c3ccncc3
4217	1447387	CHEMBL2210904	Inhibition of dofetilide binding to human ERG by patch clamp assay	Homo sapiens			>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C21H22N4O3S/c1-14(26)25-13-15-11-16(25)12-24(15)9-10-27-17-4-6-18(7-5-17)28-21-23-20-19(29-21)3-2-8-22-20/h2-8,15-16H,9-13H2,1H3	CC(=O)N1CC2CC1CN2CCOc3ccc(Oc4nc5ncccc5s4)cc3
6030	1843306	CHEMBL3428450	Inhibition of human ERG expressed in CHO cells measured over 5 mins by patch clamp assay	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C27H30FN5O4/c1-32-10-11-36-24-20(32)4-2-17(31-24)12-30-25-6-8-26(9-7-25,37-16-25)14-27(35)15-33-21(34)5-3-19-23(33)22(27)18(28)13-29-19/h2-5,13,30,35H,6-12,14-16H2,1H3/t25?,26?,27-/m0/s1	CN1CCOc2nc(CNC34CCC(C[C@]5(O)CN6C(=O)C=Cc7ncc(F)c5c67)(CC3)OC4)ccc12
301	375258	CHEMBL914755	Displacement of [3H]dofetilide from hERG expressed in HEK293 cells	Homo sapiens		HEK293	=	1.74	uM	1740	nM	IC50		IC50		=	5.76	InChI=1S/C28H26N4OS/c1-31-11-13-32(14-12-31)22-9-10-25-20(16-22)18-26-27(29-30-28(25)26)21-17-24(34-19-21)8-5-15-33-23-6-3-2-4-7-23/h2-4,6-7,9-10,16-17,19H,11-15,18H2,1H3,(H,29,30)	CN1CCN(CC1)c2ccc3c(Cc4c(n[nH]c34)c5csc(c5)C#CCOc6ccccc6)c2
6827	2076794	CHEMBL3791472	Inhibition of human ERG by IonWork assay	Homo sapiens			=	6.2	uM	6200	nM	IC50		IC50		=	5.21	InChI=1S/C25H27FN4O3/c26-20-7-5-19(6-8-20)23-27-28-24(33-23)25(31)30-15-11-22(12-16-30)32-21-9-3-18(4-10-21)17-29-13-1-2-14-29/h3-10,22H,1-2,11-17H2	Fc1ccc(cc1)c2oc(nn2)C(=O)N3CCC(CC3)Oc4ccc(CN5CCCC5)cc4
6810	2077845	CHEMBL3790041	Inhibition of human ERG	Homo sapiens			>	32	uM	32000	nM	IC50		IC50		>		InChI=1S/C26H25FN2O2/c1-26(2,3)28-24(30)23-20-11-7-8-12-21(20)25(31)29(23)16-18-13-14-19(27)15-22(18)17-9-5-4-6-10-17/h4-15,23H,16H2,1-3H3,(H,28,30)	CC(C)(C)NC(=O)C1N(Cc2ccc(F)cc2c3ccccc3)C(=O)c4ccccc14
422	414589	CHEMBL940929	Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells	Homo sapiens		HEK293	=	10	uM	10000	nM	IC50		IC50		=	5.00	InChI=1S/C23H27FN2O3/c1-15(22(28)17-5-7-20-16(13-17)6-8-21(27)25-20)26-11-9-23(29,10-12-26)18-3-2-4-19(24)14-18/h2-5,7,13-15,22,28-29H,6,8-12H2,1H3,(H,25,27)	CC(C(O)c1ccc2NC(=O)CCc2c1)N3CCC(O)(CC3)c4cccc(F)c4
2235	1139763	CHEMBL1763073	Inhibition of human ERG	Homo sapiens								IC50	Not Active	IC50				InChI=1S/C14H13Cl2NO/c15-11-6-7-12(16)13(8-11)18-14(9-17)10-4-2-1-3-5-10/h1-8,14H,9,17H2	NCC(Oc1cc(Cl)ccc1Cl)c2ccccc2
1433	451689	CHEMBL1061741	Inhibition of human ERG expressed in CHO cells by patch-clamp assay	Homo sapiens		CHO	=	560	nM	560	nM	IC50		IC50		=	6.25	InChI=1S/C25H25ClF3N3O2/c26-20-2-1-3-23(14-20)34-17-24(33)30-21-9-11-31(12-10-21)15-18-8-13-32(16-18)22-6-4-19(5-7-22)25(27,28)29/h1-8,13-14,16,21H,9-12,15,17H2,(H,30,33)	FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)COc4cccc(Cl)c4)c2
2949	1178768	CHEMBL1837909	Displacement of [3H]-astemizole from human ERG in HEK293 cells after 1 hrs by scintillation counting	Homo sapiens		HEK293	=	7.6	uM	7600	nM	IC50		IC50		=	5.12	InChI=1S/C24H32F3N5O3/c1-3-32-20-10-7-16(24(25,26)27)11-19(20)22(30-32)28-12-21(33)29-17-13-31(14-17)18-8-5-15(6-9-18)23(34)35-4-2/h7,10-11,15,17-18H,3-6,8-9,12-14H2,1-2H3,(H,28,30)(H,29,33)/t15-,18+	CCOC(=O)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3nn(CC)c4ccc(cc34)C(F)(F)F
3800	1420367	CHEMBL2148626	Displacement of [35S]MK499 from human ERG	Homo sapiens			=	0.17	uM	170	nM	IC50		IC50		=	6.77	InChI=1S/C23H24FN3O2/c24-22-14-18(1-3-19(22)15-25)6-8-27-11-9-26(10-12-27)7-5-17-2-4-21-20(13-17)16-29-23(21)28/h1-4,13-14H,5-12,16H2	Fc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N
5529	1823101	CHEMBL3374297	Inhibition of human ERG channel expressed in recombinant HEK293 cells by whole cell patch-clamp technique	Homo sapiens			=	20	uM	20000	nM	IC50		IC50		=	4.70	InChI=1S/C25H30F3N3O4S/c1-23(2,19-6-4-5-7-21(19)36(3,33)34)16-24(32,25(26,27)28)14-18-12-17-13-22(29-15-20(17)30-18)31-8-10-35-11-9-31/h4-7,12-13,15,30,32H,8-11,14,16H2,1-3H3	CC(C)(CC(O)(Cc1cc2cc(ncc2[nH]1)N3CCOCC3)C(F)(F)F)c4ccccc4S(=O)(=O)C
2251	1137493	CHEMBL1764797	Displacement of [3H]-dofetilide from human ERG expressed in human HEK293 cells after 90 mins by scintillation counting	Homo sapiens		HEK293	=	0.2	uM	200	nM	IC50		IC50		=	6.70	InChI=1S/C30H35ClN2O4/c1-35-26-12-10-22(11-13-26)27-20-33(15-5-6-21-9-14-28(36-2)29(16-21)37-3)19-24(27)18-32-30(34)23-7-4-8-25(31)17-23/h4,7-14,16-17,24,27H,5-6,15,18-20H2,1-3H3,(H,32,34)/t24-,27+/m0/s1	COc1ccc(cc1)[C@H]2CN(CCCc3ccc(OC)c(OC)c3)C[C@@H]2CNC(=O)c4cccc(Cl)c4
188	361149	CHEMBL909940	Displacement of [3H]dofetilide from hERG	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C24H25FN2O5/c1-30-20-6-3-15(11-22(20)31-2)14-27-9-7-17(8-10-27)26-24(29)23-13-19(28)18-5-4-16(25)12-21(18)32-23/h3-6,11-13,17H,7-10,14H2,1-2H3,(H,26,29)	COc1ccc(CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)cc1OC
6106	1946825	CHEMBL3582606	Inhibition of human ERG channel	Homo sapiens			>	20	uM	20000	nM	IC50		IC50		>		InChI=1S/C18H18F5N5O/c19-12-5-9-1-2-10(11(9)6-13(12)20)14(24)7-16(29)27-3-4-28-15(8-27)25-26-17(28)18(21,22)23/h5-6,10,14H,1-4,7-8,24H2/t10-,14-/m0/s1	N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)[C@H]3CCc4cc(F)c(F)cc34
6619	2056955	CHEMBL3749265	Inhibition of human ERG channel by automated Q-patch assay	Homo sapiens			=	5800	nM	5800	nM	IC50		IC50		=	5.24	InChI=1S/C22H17F4N5O2/c1-27-11-15-10-20(29-12-28-15)33-16-3-5-19-13(8-16)6-7-31(19)21(32)30-14-2-4-18(23)17(9-14)22(24,25)26/h2-10,12,27H,11H2,1H3,(H,30,32)	CNCc1cc(Oc2ccc3c(ccn3C(=O)Nc4ccc(F)c(c4)C(F)(F)F)c2)ncn1
3006	1263996	CHEMBL1919743	Inhibition of human ERG by ionworks HT assay	Homo sapiens			=	34	uM	34000	nM	IC50		IC50		=	4.47	InChI=1S/C25H30N4O4/c1-31-21-4-2-18-3-5-25(30)29(22(18)15-21)11-10-28-8-6-19(7-9-28)26-16-20-14-23-24(17-27-20)33-13-12-32-23/h2-5,14-15,17,19,26H,6-13,16H2,1H3	COc1ccc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1
1979	690522	CHEMBL1225864	Inhibition of human ERG by electrophysiology assay	Homo sapiens			=	1	uM	1000	nM	IC50		IC50		=	6.00	InChI=1S/C20H23N3O2/c21-20(24)18-7-4-8-19(22-18)25-17-11-15-9-10-16(12-17)23(15)13-14-5-2-1-3-6-14/h1-8,15-17H,9-13H2,(H2,21,24)/t15-,16+,17+	NC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)n1
2608	1172524	CHEMBL1827211	Inhibition of human ERG	Homo sapiens			=	9.4	uM	9400	nM	IC50		IC50		=	5.03	InChI=1S/C27H36N6O2/c1-3-33(4-2)27(15-7-8-16-27)19-28-26(34)32-17-13-21(14-18-32)25-30-24(31-35-25)23-12-11-20-9-5-6-10-22(20)29-23/h5-6,9-12,21H,3-4,7-8,13-19H2,1-2H3,(H,28,34)	CCN(CC)C1(CNC(=O)N2CCC(CC2)c3onc(n3)c4ccc5ccccc5n4)CCCC1
