	molregno	assay_chembl_id	description	assay_organism	assay_tissue	assay_cell_type	standard_relation	published_value	published_units	standard_value	standard_units	standard_type	activity_comment	published_type	data_validity_comment	published_relation	pchembl_value	standard_inchi	canonical_smiles
4407	1518660	CHEMBL2327740	Inhibition of human ERG expressed in HEK293 cells by patch clamp assay	Homo sapiens		HEK293	>	100	uM	100000	nM	IC50		IC50		>		InChI=1S/C21H29F4N3O3S/c1-2-14-32(30,31)28-12-10-27(11-13-28)20(6-8-21(24,25)9-7-20)15-26-19(29)18-16(22)4-3-5-17(18)23/h3-5H,2,6-15H2,1H3,(H,26,29)	CCCS(=O)(=O)N1CCN(CC1)C2(CNC(=O)c3c(F)cccc3F)CCC(F)(F)CC2
4408	1519878	CHEMBL2330583	Inhibition of human ERG by whole-cell electrophysiology assay	Homo sapiens			=	50	uM	50000	nM	IC50		IC50		=	4.30	InChI=1S/C21H24N4O3S/c1-14-13-28-11-10-25(14)19-12-18(21(7-8-21)29(2,26)27)23-20(24-19)16-4-3-5-17-15(16)6-9-22-17/h3-6,9,12,14,22H,7-8,10-11,13H2,1-2H3/t14-/m1/s1	C[C@@H]1COCCN1c2cc(nc(n2)c3cccc4[nH]ccc34)C5(CC5)S(=O)(=O)C
4409	1519887	CHEMBL2330583	Inhibition of human ERG by whole-cell electrophysiology assay	Homo sapiens			>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C22H27N5O3S/c1-31(28,29)22(6-9-23-10-7-22)19-15-20(27-11-13-30-14-12-27)26-21(25-19)17-3-2-4-18-16(17)5-8-24-18/h2-5,8,15,23-24H,6-7,9-14H2,1H3	CS(=O)(=O)C1(CCNCC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5
4410	1519886	CHEMBL2330583	Inhibition of human ERG by whole-cell electrophysiology assay	Homo sapiens			>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C22H26N4O4S/c1-31(27,28)22(6-11-29-12-7-22)19-15-20(26-9-13-30-14-10-26)25-21(24-19)17-3-2-4-18-16(17)5-8-23-18/h2-5,8,15,23H,6-7,9-14H2,1H3	CS(=O)(=O)C1(CCOCC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5
4411	1519885	CHEMBL2330583	Inhibition of human ERG by whole-cell electrophysiology assay	Homo sapiens			>	100	uM	100000	nM	IC50		IC50		>		InChI=1S/C20H22N4O3S/c1-28(25,26)20(6-7-20)17-13-18(24-9-11-27-12-10-24)23-19(22-17)15-3-2-4-16-14(15)5-8-21-16/h2-5,8,13,21H,6-7,9-12H2,1H3	CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5
4412	1519884	CHEMBL2330583	Inhibition of human ERG by whole-cell electrophysiology assay	Homo sapiens			>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C20H24N4O3S/c1-20(2,28(3,25)26)17-13-18(24-9-11-27-12-10-24)23-19(22-17)15-5-4-6-16-14(15)7-8-21-16/h4-8,13,21H,9-12H2,1-3H3	CC(C)(c1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4)S(=O)(=O)C
4413	1519381	CHEMBL2330743	Inhibition of human ERG K+ channel expressed in HEK293 cells after 15 mins by patch clamp assay	Homo sapiens		HEK293	=	962	nM	962	nM	IC50		IC50		=	6.02	InChI=1S/C26H32NO2/c1-21-11-15-25(16-12-21)28-19-5-9-23-7-4-8-24(27(23)3)10-6-20-29-26-17-13-22(2)14-18-26/h4,7-8,11-18H,5-6,9-10,19-20H2,1-3H3/q+1	Cc1ccc(OCCCc2cccc(CCCOc3ccc(C)cc3)[n+]2C)cc1
4414	1519376	CHEMBL2330743	Inhibition of human ERG K+ channel expressed in HEK293 cells after 15 mins by patch clamp assay	Homo sapiens		HEK293	=	214	nM	214	nM	IC50		IC50		=	6.67	InChI=1S/C28H28NO2/c1-23-11-15-25(16-12-23)7-5-19-30-21-27-9-4-10-28(29(27)3)22-31-20-6-8-26-17-13-24(2)14-18-26/h4,9-18H,19-22H2,1-3H3/q+1	Cc1ccc(cc1)C#CCOCc2cccc(COCC#Cc3ccc(C)cc3)[n+]2C
4415	1519375	CHEMBL2330743	Inhibition of human ERG K+ channel expressed in HEK293 cells after 15 mins by patch clamp assay	Homo sapiens		HEK293	=	194	nM	194	nM	IC50		IC50		=	6.71	InChI=1S/C28H36NO2/c1-23-11-15-25(16-12-23)7-5-19-30-21-27-9-4-10-28(29(27)3)22-31-20-6-8-26-17-13-24(2)14-18-26/h4,9-18H,5-8,19-22H2,1-3H3/q+1	Cc1ccc(CCCOCc2cccc(COCCCc3ccc(C)cc3)[n+]2C)cc1
4416	1518423	CHEMBL2330743	Inhibition of human ERG K+ channel expressed in HEK293 cells after 15 mins by patch clamp assay	Homo sapiens		HEK293	=	146	nM	146	nM	IC50		IC50		=	6.84	InChI=1S/C25H30N2O2/c1-19-7-11-24(12-8-19)28-15-3-5-22-17-21(26)18-23(27-22)6-4-16-29-25-13-9-20(2)10-14-25/h7-14,17-18H,3-6,15-16H2,1-2H3,(H2,26,27)	Cc1ccc(OCCCc2cc(N)cc(CCCOc3ccc(C)cc3)n2)cc1
4417	1519378	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C26H24NO2/c1-21-11-15-25(16-12-21)28-19-5-9-23-7-4-8-24(27(23)3)10-6-20-29-26-17-13-22(2)14-18-26/h4,7-8,11-18H,19-20H2,1-3H3/q+1	Cc1ccc(OCC#Cc2cccc(C#CCOc3ccc(C)cc3)[n+]2C)cc1
4418	1518418	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	466	nM	466	nM	IC50		IC50		=	6.33	InChI=1S/C22H24N/c1-23-21(17-15-19-9-4-2-5-10-19)13-8-14-22(23)18-16-20-11-6-3-7-12-20/h2-14H,15-18H2,1H3/q+1	C[n+]1c(CCc2ccccc2)cccc1CCc3ccccc3
4419	1518417	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	1608	nM	1608	nM	IC50		IC50		=	5.79	InChI=1S/C21H21N/c1-3-8-18(9-4-1)14-16-20-12-7-13-21(22-20)17-15-19-10-5-2-6-11-19/h1-13H,14-17H2	C(Cc1cccc(CCc2ccccc2)n1)c3ccccc3
4420	1518415	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	767	nM	767	nM	IC50		IC50		=	6.12	InChI=1S/C20H20NO2/c1-21-17(15-22-19-11-4-2-5-12-19)9-8-10-18(21)16-23-20-13-6-3-7-14-20/h2-14H,15-16H2,1H3/q+1	C[n+]1c(COc2ccccc2)cccc1COc3ccccc3
4421	1518414	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	74	nM	74	nM	IC50		IC50		=	7.13	InChI=1S/C19H17NO2/c1-3-10-18(11-4-1)21-14-16-8-7-9-17(20-16)15-22-19-12-5-2-6-13-19/h1-13H,14-15H2	C(Oc1ccccc1)c2cccc(COc3ccccc3)n2
4422	1518413	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	74	nM	74	nM	IC50		IC50		=	7.13	InChI=1S/C24H26Cl2NO2/c1-27-19(11-7-17-28-23-15-4-2-13-21(23)25)9-6-10-20(27)12-8-18-29-24-16-5-3-14-22(24)26/h2-6,9-10,13-16H,7-8,11-12,17-18H2,1H3/q+1	C[n+]1c(CCCOc2ccccc2Cl)cccc1CCCOc3ccccc3Cl
4423	1518412	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	60	nM	60	nM	IC50		IC50		=	7.22	InChI=1S/C24H26Cl2NO2/c1-27-21(11-5-15-28-23-13-2-7-19(25)17-23)9-4-10-22(27)12-6-16-29-24-14-3-8-20(26)18-24/h2-4,7-10,13-14,17-18H,5-6,11-12,15-16H2,1H3/q+1	C[n+]1c(CCCOc2cccc(Cl)c2)cccc1CCCOc3cccc(Cl)c3
4424	1518411	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	14	nM	14	nM	IC50		IC50		=	7.85	InChI=1S/C24H26Cl2NO2/c1-27-21(7-3-17-28-23-13-9-19(25)10-14-23)5-2-6-22(27)8-4-18-29-24-15-11-20(26)12-16-24/h2,5-6,9-16H,3-4,7-8,17-18H2,1H3/q+1	C[n+]1c(CCCOc2ccc(Cl)cc2)cccc1CCCOc3ccc(Cl)cc3
4425	1518410	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	158	nM	158	nM	IC50		IC50		=	6.80	InChI=1S/C26H32NO4/c1-27-21(9-5-19-30-25-15-11-23(28-2)12-16-25)7-4-8-22(27)10-6-20-31-26-17-13-24(29-3)14-18-26/h4,7-8,11-18H,5-6,9-10,19-20H2,1-3H3/q+1	COc1ccc(OCCCc2cccc(CCCOc3ccc(OC)cc3)[n+]2C)cc1
4426	1518409	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	208	nM	208	nM	IC50		IC50		=	6.68	InChI=1S/C24H28NO2/c1-25-21(13-9-19-26-23-15-4-2-5-16-23)11-8-12-22(25)14-10-20-27-24-17-6-3-7-18-24/h2-8,11-12,15-18H,9-10,13-14,19-20H2,1H3/q+1	C[n+]1c(CCCOc2ccccc2)cccc1CCCOc3ccccc3
4427	1518406	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	31077	nM	31077	nM	IC50		IC50		=	4.51	InChI=1S/C24H18Cl2NO2/c1-27-21(7-3-17-28-23-13-9-19(25)10-14-23)5-2-6-22(27)8-4-18-29-24-15-11-20(26)12-16-24/h2,5-6,9-16H,17-18H2,1H3/q+1	C[n+]1c(cccc1C#CCOc2ccc(Cl)cc2)C#CCOc3ccc(Cl)cc3
4428	1519393	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	14014	nM	14014	nM	IC50		IC50		=	4.85	InChI=1S/C24H20NO2/c1-25-21(13-9-19-26-23-15-4-2-5-16-23)11-8-12-22(25)14-10-20-27-24-17-6-3-7-18-24/h2-8,11-12,15-18H,19-20H2,1H3/q+1	C[n+]1c(cccc1C#CCOc2ccccc2)C#CCOc3ccccc3
4429	1519392	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	3901	nM	3901	nM	IC50		IC50		=	5.41	InChI=1S/C22H14Cl2N/c1-25-19(15-13-17-7-2-4-11-21(17)23)9-6-10-20(25)16-14-18-8-3-5-12-22(18)24/h2-12H,1H3/q+1	C[n+]1c(cccc1C#Cc2ccccc2Cl)C#Cc3ccccc3Cl
4430	1519391	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	4019	nM	4019	nM	IC50		IC50		=	5.40	InChI=1S/C22H14Cl2N/c1-25-21(13-11-17-5-2-7-19(23)15-17)9-4-10-22(25)14-12-18-6-3-8-20(24)16-18/h2-10,15-16H,1H3/q+1	C[n+]1c(cccc1C#Cc2cccc(Cl)c2)C#Cc3cccc(Cl)c3
4431	1519390	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	1159	nM	1159	nM	IC50		IC50		=	5.94	InChI=1S/C22H14Cl2N/c1-25-21(15-9-17-5-11-19(23)12-6-17)3-2-4-22(25)16-10-18-7-13-20(24)14-8-18/h2-8,11-14H,1H3/q+1	C[n+]1c(cccc1C#Cc2ccc(Cl)cc2)C#Cc3ccc(Cl)cc3
4432	1519389	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	377	nM	377	nM	IC50		IC50		=	6.42	InChI=1S/C24H20NO2/c1-25-21(13-7-19-9-15-23(26-2)16-10-19)5-4-6-22(25)14-8-20-11-17-24(27-3)18-12-20/h4-6,9-12,15-18H,1-3H3/q+1	COc1ccc(cc1)C#Cc2cccc(C#Cc3ccc(OC)cc3)[n+]2C
4433	1519388	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	294	nM	294	nM	IC50		IC50		=	6.53	InChI=1S/C34H24N/c1-35-33(25-19-27-15-21-31(22-16-27)29-9-4-2-5-10-29)13-8-14-34(35)26-20-28-17-23-32(24-18-28)30-11-6-3-7-12-30/h2-18,21-24H,1H3/q+1	C[n+]1c(cccc1C#Cc2ccc(cc2)c3ccccc3)C#Cc4ccc(cc4)c5ccccc5
4434	1519387	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	4340	nM	4340	nM	IC50		IC50		=	5.36	InChI=1S/C22H28N/c1-23-21(17-15-19-9-4-2-5-10-19)13-8-14-22(23)18-16-20-11-6-3-7-12-20/h8,13-14,19-20H,2-7,9-12H2,1H3/q+1	C[n+]1c(cccc1C#CC2CCCCC2)C#CC3CCCCC3
4435	1519386	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	554	nM	554	nM	IC50		IC50		=	6.26	InChI=1S/C22H16N/c1-23-21(17-15-19-9-4-2-5-10-19)13-8-14-22(23)18-16-20-11-6-3-7-12-20/h2-14H,1H3/q+1	C[n+]1c(cccc1C#Cc2ccccc2)C#Cc3ccccc3
4436	1519385	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	2908	nM	2908	nM	IC50		IC50		=	5.54	InChI=1S/C26H28NO2/c1-21-11-15-25(16-12-21)28-19-5-9-23-7-4-8-24(27(23)3)10-6-20-29-26-17-13-22(2)14-18-26/h4,7-8,11-18H,5,9,19-20H2,1-3H3/q+1	Cc1ccc(OCCCc2cccc(C#CCOc3ccc(C)cc3)[n+]2C)cc1
4437	1519384	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	15	nM	15	nM	IC50		IC50		=	7.82	InChI=1S/C22H40N/c1-4-6-8-10-12-14-17-21-19-16-20-22(23(21)3)18-15-13-11-9-7-5-2/h16,19-20H,4-15,17-18H2,1-3H3/q+1	CCCCCCCCc1cccc(CCCCCCCC)[n+]1C
4438	1519383	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	1992	nM	1992	nM	IC50		IC50		=	5.70	InChI=1S/C22H32N/c1-4-6-8-10-12-14-17-21-19-16-20-22(23(21)3)18-15-13-11-9-7-5-2/h16,19-20H,4-13H2,1-3H3/q+1	CCCCCCC#Cc1cccc(C#CCCCCCC)[n+]1C
4439	1519382	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	371	nM	371	nM	IC50		IC50		=	6.43	InChI=1S/C30H40NO2/c1-25-11-15-27(16-12-25)19-23-32-21-5-9-29-7-4-8-30(31(29)3)10-6-22-33-24-20-28-17-13-26(2)14-18-28/h4,7-8,11-18H,5-6,9-10,19-24H2,1-3H3/q+1	Cc1ccc(CCOCCCc2cccc(CCCOCCc3ccc(C)cc3)[n+]2C)cc1
4440	1519381	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	86	nM	86	nM	IC50		IC50		=	7.07	InChI=1S/C26H32NO2/c1-21-11-15-25(16-12-21)28-19-5-9-23-7-4-8-24(27(23)3)10-6-20-29-26-17-13-22(2)14-18-26/h4,7-8,11-18H,5-6,9-10,19-20H2,1-3H3/q+1	Cc1ccc(OCCCc2cccc(CCCOc3ccc(C)cc3)[n+]2C)cc1
4441	1519380	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	24	nM	24	nM	IC50		IC50		=	7.62	InChI=1S/C24H28N/c1-19-7-11-21(12-8-19)15-17-23-5-4-6-24(25(23)3)18-16-22-13-9-20(2)10-14-22/h4-14H,15-18H2,1-3H3/q+1	Cc1ccc(CCc2cccc(CCc3ccc(C)cc3)[n+]2C)cc1
4442	1519379	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	14426	nM	14426	nM	IC50		IC50		=	4.84	InChI=1S/C30H32NO2/c1-25-11-15-27(16-12-25)19-23-32-21-5-9-29-7-4-8-30(31(29)3)10-6-22-33-24-20-28-17-13-26(2)14-18-28/h4,7-8,11-18H,19-24H2,1-3H3/q+1	Cc1ccc(CCOCC#Cc2cccc(C#CCOCCc3ccc(C)cc3)[n+]2C)cc1
4443	1519377	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	285	nM	285	nM	IC50		IC50		=	6.55	InChI=1S/C24H20N/c1-19-7-11-21(12-8-19)15-17-23-5-4-6-24(25(23)3)18-16-22-13-9-20(2)10-14-22/h4-14H,1-3H3/q+1	Cc1ccc(cc1)C#Cc2cccc(C#Cc3ccc(C)cc3)[n+]2C
4444	1519376	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	40	nM	40	nM	IC50		IC50		=	7.40	InChI=1S/C28H28NO2/c1-23-11-15-25(16-12-23)7-5-19-30-21-27-9-4-10-28(29(27)3)22-31-20-6-8-26-17-13-24(2)14-18-26/h4,9-18H,19-22H2,1-3H3/q+1	Cc1ccc(cc1)C#CCOCc2cccc(COCC#Cc3ccc(C)cc3)[n+]2C
4445	1519375	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	24	nM	24	nM	IC50		IC50		=	7.62	InChI=1S/C28H36NO2/c1-23-11-15-25(16-12-23)7-5-19-30-21-27-9-4-10-28(29(27)3)22-31-20-6-8-26-17-13-24(2)14-18-26/h4,9-18H,5-8,19-22H2,1-3H3/q+1	Cc1ccc(CCCOCc2cccc(COCCCc3ccc(C)cc3)[n+]2C)cc1
4446	1518431	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	135	nM	135	nM	IC50		IC50		=	6.87	InChI=1S/C26H32NO2/c1-21-7-11-23(12-8-21)15-17-28-19-25-5-4-6-26(27(25)3)20-29-18-16-24-13-9-22(2)10-14-24/h4-14H,15-20H2,1-3H3/q+1	Cc1ccc(CCOCc2cccc(COCCc3ccc(C)cc3)[n+]2C)cc1
4447	1518430	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	107	nM	107	nM	IC50		IC50		=	6.97	InChI=1S/C24H28NO2/c1-19-7-11-21(12-8-19)15-26-17-23-5-4-6-24(25(23)3)18-27-16-22-13-9-20(2)10-14-22/h4-14H,15-18H2,1-3H3/q+1	Cc1ccc(COCc2cccc(COCc3ccc(C)cc3)[n+]2C)cc1
4448	1518429	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	53	nM	53	nM	IC50		IC50		=	7.28	InChI=1S/C22H24NO2/c1-17-7-11-21(12-8-17)24-15-19-5-4-6-20(23(19)3)16-25-22-13-9-18(2)10-14-22/h4-14H,15-16H2,1-3H3/q+1	Cc1ccc(OCc2cccc(COc3ccc(C)cc3)[n+]2C)cc1
4449	1518428	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	346	nM	346	nM	IC50		IC50		=	6.46	InChI=1S/C22H24NO.CHF3O3S/c1-17-4-8-19(9-5-17)14-20-12-13-23(3)21(15-20)16-24-22-10-6-18(2)7-11-22;2-1(3,4)8(5,6)7/h4-13,15H,14,16H2,1-3H3;(H,5,6,7)/q+1;/p-1	Cc1ccc(Cc2cc[n+](C)c(COc3ccc(C)cc3)c2)cc1.[O-]S(=O)(=O)C(F)(F)F
4450	1518427	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	>	10	nM	10	nM	IC50		IC50		>		InChI=1S/C22H24NO.C7H8O3S/c1-17-7-11-19(12-8-17)15-20-5-4-6-21(23(20)3)16-24-22-13-9-18(2)10-14-22;1-6-2-4-7(5-3-6)11(8,9)10/h4-14H,15-16H2,1-3H3;2-5H,1H3,(H,8,9,10)/q+1;/p-1	Cc1ccc(Cc2cccc(COc3ccc(C)cc3)[n+]2C)cc1.Cc4ccc(cc4)S(=O)(=O)[O-]
4451	1518426	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	>	10	nM	10	nM	IC50		IC50		>		InChI=1S/C21H21NO/c1-16-3-7-18(8-4-16)13-19-11-12-22-20(14-19)15-23-21-9-5-17(2)6-10-21/h3-12,14H,13,15H2,1-2H3	Cc1ccc(Cc2ccnc(COc3ccc(C)cc3)c2)cc1
4452	1518425	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	>	10	nM	10	nM	IC50		IC50		>		InChI=1S/C21H21NO/c1-16-6-10-18(11-7-16)14-19-4-3-5-20(22-19)15-23-21-12-8-17(2)9-13-21/h3-13H,14-15H2,1-2H3	Cc1ccc(Cc2cccc(COc3ccc(C)cc3)n2)cc1
4453	1518424	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	9.9	nM	9.9	nM	IC50		IC50		=	8.00	InChI=1S/C23H23Cl2NO2/c24-18-8-12-22(13-9-18)27-16-2-6-20-4-1-5-21(26-20)7-3-17-28-23-14-10-19(25)11-15-23/h1,4-5,8-15H,2-3,6-7,16-17H2	Clc1ccc(OCCCc2cccc(CCCOc3ccc(Cl)cc3)n2)cc1
4454	1518423	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	170	nM	170	nM	IC50		IC50		=	6.77	InChI=1S/C25H30N2O2/c1-19-7-11-24(12-8-19)28-15-3-5-22-17-21(26)18-23(27-22)6-4-16-29-25-13-9-20(2)10-14-25/h7-14,17-18H,3-6,15-16H2,1-2H3,(H2,26,27)	Cc1ccc(OCCCc2cc(N)cc(CCCOc3ccc(C)cc3)n2)cc1
4455	1518422	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C25H22N2O2/c1-19-7-11-24(12-8-19)28-15-3-5-22-17-21(26)18-23(27-22)6-4-16-29-25-13-9-20(2)10-14-25/h7-14,17-18H,15-16H2,1-2H3,(H2,26,27)	Cc1ccc(OCC#Cc2cc(N)cc(n2)C#CCOc3ccc(C)cc3)cc1
4456	1518421	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	5.1	nM	5.1	nM	IC50		IC50		=	8.29	InChI=1S/C19H25NO/c1-16-4-8-18(9-5-16)12-13-20(3)14-15-21-19-10-6-17(2)7-11-19/h4-11H,12-15H2,1-3H3	CN(CCOc1ccc(C)cc1)CCc2ccc(C)cc2
4457	5638	CHEMBL2330781	Displacement of [3H]astemizole from human ERG K+ channel expressed in HEK293 cells by scintillation spectrophotometric analysis	Homo sapiens		HEK293	=	4.1	nM	4.1	nM	IC50		IC50		=	8.39	InChI=1S/C19H27N3O5S2/c1-22(13-12-16-4-6-17(7-5-16)20-28(2,23)24)14-15-27-19-10-8-18(9-11-19)21-29(3,25)26/h4-11,20-21H,12-15H2,1-3H3	CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2
4458	1519923	CHEMBL2330875	Inhibition of human ERG expressed in CHO cells by ionworks assay	Homo sapiens		CHO	>	100000	nM	100000	nM	IC50		IC50		>		InChI=1S/C21H25ClN6O2/c22-15-3-1-14(2-4-15)17(6-12-29)27-20(30)21(23)7-10-28(11-8-21)19-16-5-9-24-18(16)25-13-26-19/h1-5,9,13,17,29H,6-8,10-12,23H2,(H,27,30)(H,24,25,26)/t17-/m0/s1	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCO)c4ccc(Cl)cc4
4459	1519922	CHEMBL2330875	Inhibition of human ERG expressed in CHO cells by ionworks assay	Homo sapiens		CHO	=	9369	nM	9369	nM	IC50		IC50		=	5.03	InChI=1S/C22H27ClN6O2/c1-31-13-7-18(15-2-4-16(23)5-3-15)28-21(30)22(24)8-11-29(12-9-22)20-17-6-10-25-19(17)26-14-27-20/h2-6,10,14,18H,7-9,11-13,24H2,1H3,(H,28,30)(H,25,26,27)	COCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4
4460	1519921	CHEMBL2330875	Inhibition of human ERG expressed in CHO cells by ionworks assay	Homo sapiens		CHO	=	57793	nM	57793	nM	IC50		IC50		=	4.24	InChI=1S/C22H27ClN6O2/c23-16-5-3-15(4-6-16)18(2-1-13-30)28-21(31)22(24)8-11-29(12-9-22)20-17-7-10-25-19(17)26-14-27-20/h3-7,10,14,18,30H,1-2,8-9,11-13,24H2,(H,28,31)(H,25,26,27)	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCO)c4ccc(Cl)cc4
