	molregno	assay_chembl_id	description	assay_organism	assay_tissue	assay_cell_type	standard_relation	published_value	published_units	standard_value	standard_units	standard_type	activity_comment	published_type	data_validity_comment	published_relation	pchembl_value	standard_inchi	canonical_smiles
64	27072	CHEMBL822598	K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1	Homo sapiens			=	10000	nM	10000	nM	IC50		IC50		=	5.00	InChI=1S/C20H23N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-12H,7,13-15H2,1-2H3	CN(C)CCC=C1c2ccccc2CCc3ccccc13
1296	564299	CHEMBL1053229	Displacement of [35S]MK499 from human ERG potassium channel expressed in HEK293 cells	Homo sapiens		HEK293	>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C33H44FN3O2/c1-24(25-11-13-27(34)14-12-25)35-28-15-16-29(32(2,3)23-28)30(38)36-21-17-33(18-22-36,26-9-5-4-6-10-26)31(39)37-19-7-8-20-37/h4-6,9-14,24,28-29,35H,7-8,15-23H2,1-3H3/t24-,28-,29+/m1/s1	C[C@@H](N[C@@H]1CC[C@@H](C(=O)N2CCC(CC2)(C(=O)N3CCCC3)c4ccccc4)C(C)(C)C1)c5ccc(F)cc5
3170	1280899	CHEMBL1954529	Displacement of 3,7-Bis[2-(4-nitro[3,5-3H]phenyl)ethyl]-3,7-diazabicyclo[3.3.1]nonane from human ERG expressed in HEK cells after 3 hrs	Homo sapiens			=	1.2	uM	1200	nM	IC50		IC50		=	5.92	InChI=1S/C31H42F3N3O5S2/c1-3-37(30(38)23-24-9-11-28(12-10-24)43(2,39)40)27-15-18-35(19-16-27)20-17-29(25-7-5-4-6-8-25)26-13-21-36(22-14-26)44(41,42)31(32,33)34/h4-12,26-27,29H,3,13-23H2,1-2H3/t29-/m0/s1	CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
775	459944	CHEMBL1021997	Inhibition of human ERG	Homo sapiens			=	52	uM	52000	nM	IC50		IC50		=	4.28	InChI=1S/C13H21N7/c1-9(2)8-17-12-11(15)13(19-10(7-14)18-12)20-5-3-16-4-6-20/h9,16H,3-6,8,15H2,1-2H3,(H,17,18,19)	CC(C)CNc1nc(nc(N2CCNCC2)c1N)C#N
6578	1983646	CHEMBL3705667	BindingDB_Patents: Inhibition Assay. The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel.The membrane potential was held at -80 mV and repetitively (every 15 seconds) depolarized to +20 mV for 4800 milliseconds after the pulse to -50 mV for 20 milliseconds served to define the baseline, followed by repolarizing step to -50 mV for 5000 milliseconds to evaluate of the tail current amplitude. Experiments were conducted at room temperature.	Homo sapiens			>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C18H18N4O2/c19-16-8-23-10-18(22-16)14-5-12(13-6-20-11-21-7-13)1-2-15(14)24-9-17(18)3-4-17/h1-2,5-7,11H,3-4,8-10H2,(H2,19,22)	NC1=NC2(COC1)c3cc(ccc3OCC24CC4)c5cncnc5
4160	1443864	CHEMBL2216324	Displacement of [3H]-astemizole from human ERG expressed in HEK293 cells after 1 hr by scintillation counting analysis	Homo sapiens		HEK293	=	5.5	uM	5500	nM	IC50		IC50		=	5.26	InChI=1S/C28H35F3N4O4/c1-26(2,3)39-24-8-7-20(14-32-24)27(38)11-9-22(10-12-27)35-16-21(17-35)34-23(36)15-33-25(37)18-5-4-6-19(13-18)28(29,30)31/h4-8,13-14,21-22,38H,9-12,15-17H2,1-3H3,(H,33,37)(H,34,36)/t22-,27-	CC(C)(C)Oc1ccc(cn1)[C@@]2(O)CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F
487	91728	CHEMBL928561	Displacement of [3H]dofetilide from human ERG expressed in HEK293 cell membranes	Homo sapiens			=	0.67	uM	670	nM	IC50		IC50		=	6.17	InChI=1S/C33H41N3O/c1-26-11-10-12-27(2)31(26)32(37)34-23-19-33(3,20-24-34)35-21-17-30(18-22-35)36(29-15-8-5-9-16-29)25-28-13-6-4-7-14-28/h4-16,30H,17-25H2,1-3H3	Cc1cccc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(Cc4ccccc4)c5ccccc5
6542	2036633	CHEMBL3705667	BindingDB_Patents: Inhibition Assay. The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel.The membrane potential was held at -80 mV and repetitively (every 15 seconds) depolarized to +20 mV for 4800 milliseconds after the pulse to -50 mV for 20 milliseconds served to define the baseline, followed by repolarizing step to -50 mV for 5000 milliseconds to evaluate of the tail current amplitude. Experiments were conducted at room temperature.	Homo sapiens			=	5750	nM	5750	nM	IC50		IC50		=	5.24	InChI=1S/C20H21N3O3/c1-2-24-15-7-14(9-22-10-15)13-3-4-17-16(8-13)20(12-26-18(21)23-20)19(5-6-19)11-25-17/h3-4,7-10H,2,5-6,11-12H2,1H3,(H2,21,23)	CCOc1cncc(c1)c2ccc3OCC4(CC4)C5(COC(=N5)N)c3c2
752	460730	CHEMBL1021966	Displacement of [35S]N-[(4R)-1'-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,4'-piperidin]6-yl]methanesulfonamide from human ERG expressed in HEK293 cells	Homo sapiens		HEK293	>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C21H15F2N5/c1-13-21(15-2-5-17(22)6-3-15,16-4-7-19(23)26-12-16)28-20(27-13)18-10-14(11-24)8-9-25-18/h2-10,12-13H,1H3,(H,27,28)/t13-,21-/m0/s1	C[C@@H]1NC(=N[C@@]1(c2ccc(F)cc2)c3ccc(F)nc3)c4cc(ccn4)C#N
4739	1573615	CHEMBL2411100	Binding affinity to human ERG expressed in CHO cells by IonWorks assay	Homo sapiens		CHO						IC50	Not Determined	IC50				InChI=1S/C18H16ClN7O2/c1-10(27)22-15-4-12(2-3-14(15)19)23-16-5-17(24-13-8-28-9-13)26-18(25-16)11(6-20)7-21-26/h2-5,7,13,24H,8-9H2,1H3,(H,22,27)(H,23,25)	CC(=O)Nc1cc(Nc2cc(NC3COC3)n4ncc(C#N)c4n2)ccc1Cl
2920	1178903	CHEMBL1837909	Displacement of [3H]-astemizole from human ERG in HEK293 cells after 1 hrs by scintillation counting	Homo sapiens		HEK293	=	11	nM	11	nM	IC50		IC50		=	7.96	InChI=1S/C22H24F3N5O2S/c23-22(24,25)14-3-6-18-17(9-14)20(29-32-18)27-10-19(31)28-15-11-30(12-15)16-4-1-13(2-5-16)21-26-7-8-33-21/h3,6-9,13,15-16H,1-2,4-5,10-12H2,(H,27,29)(H,28,31)/t13-,16+	FC(F)(F)c1ccc2onc(NCC(=O)NC3CN(C3)[C@@H]4CC[C@@H](CC4)c5nccs5)c2c1
354	399208	CHEMBL899624	Displacement of [3H]dofetilide from human HERG expressed in HEK293 cells	Homo sapiens		HEK293	>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C22H27NO2/c1-16-15-20(24)12-13-21(16)18-8-10-19(11-9-18)23-22(25)14-7-17-5-3-2-4-6-17/h2-6,12-13,15,18-19,24H,7-11,14H2,1H3,(H,23,25)/t18-,19-	Cc1cc(O)ccc1[C@@H]2CC[C@H](CC2)NC(=O)CCc3ccccc3
921	514738	CHEMBL981857	Antagonist activity at human ERG in HEK293 cells assessed as inhibition of [35S]N-[(4R)-1'-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthalenyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,4'-piperidin]-6-yl]methanesulfonamide binding	Homo sapiens		HEK293	=	6.8	uM	6800	nM	IC50		IC50		=	5.17	InChI=1S/C26H31N3O2/c1-19-27-25-11-5-4-10-24(25)26(30)29(19)21-12-14-23(15-13-21)31-22-9-6-17-28(18-16-22)20-7-2-3-8-20/h4-5,10-15,20,22H,2-3,6-9,16-18H2,1H3	CC1=Nc2ccccc2C(=O)N1c3ccc(OC4CCCN(CC4)C5CCCC5)cc3
791	479110	CHEMBL972465	Displacement of [35S]MK499 from human ERG expressed in HEK293 cells	Homo sapiens		HEK293	=	3900	nM	3900	nM	IC50		IC50		=	5.41	InChI=1S/C22H32ClN5O2S/c1-4-26-10-12-27(13-11-26)19-15-18-17(14-16(19)23)24-20(25-18)31-22(3)6-8-28(9-7-22)21(29)30-5-2/h14-15H,4-13H2,1-3H3,(H,24,25)	CCOC(=O)N1CCC(C)(CC1)Sc2nc3cc(Cl)c(cc3[nH]2)N4CCN(CC)CC4
4597	1523285	CHEMBL2342727	Inhibition of human ERG	Homo sapiens			=	43	uM	43000	nM	IC50		IC50		=	4.37	InChI=1S/C20H21ClF4N2O/c1-27-8-6-19(7-9-27,16-4-2-3-5-17(16)22)13-28-12-15-10-14(20(23,24)25)11-18(21)26-15/h2-5,10-11H,6-9,12-13H2,1H3	CN1CCC(COCc2cc(cc(Cl)n2)C(F)(F)F)(CC1)c3ccccc3F
1475	582732	CHEMBL1039906	Displacement of [3H]dofetilide from human ERG expressed in HEK293 cells	Homo sapiens		HEK293	=	9.8	uM	9800	nM	IC50		IC50		=	5.01	InChI=1S/C15H14N4O/c1-3-13-15(14(4-2)19-18-13)20-12-6-10(8-16)5-11(7-12)9-17/h5-7H,3-4H2,1-2H3,(H,18,19)	CCc1n[nH]c(CC)c1Oc2cc(cc(c2)C#N)C#N
3803	1420370	CHEMBL2148626	Displacement of [35S]MK499 from human ERG	Homo sapiens			=	1.6	uM	1600	nM	IC50		IC50		=	5.80	InChI=1S/C24H27N3O3/c1-29-23-15-19(2-4-20(23)16-25)7-9-27-12-10-26(11-13-27)8-6-18-3-5-22-21(14-18)17-30-24(22)28/h2-5,14-15H,6-13,17H2,1H3	COc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N
6451	2032863	CHEMBL3706049	BindingDB_Patents: Potassium Channel Assay. Drugs belonging to different classes have been shown to be associated with QT prolongation and in some cases serious ventricular arrhythmias. The most common mechanism for these adverse events is the inhibition of one or more cardiac potassium channels, in particular hERG. This current is important for cardiac myocyte repolarization and is a common target for drugs that prolong the QT interval. Test articles in this study were therefore characterized to determine their ability to inhibit the hERG channel. Ion channel activity was measured using a stably transfected Chinese Hamster Ovary (CHO) cell line expressing the hERG mRNA. The pharmacology of this cloned channel expressed in the CHO cell line is very similar to that observed in native tissue.	Homo sapiens			>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C22H19ClN2S/c1-15-12-20-21(13-16(15)2)25(14-17-5-7-18(23)8-6-17)22(24-20)10-9-19-4-3-11-26-19/h3-13H,14H2,1-2H3/b10-9+	Cc1cc2nc(\C=C\c3cccs3)n(Cc4ccc(Cl)cc4)c2cc1C
676	448155	CHEMBL947435	Inhibition of human ERG in embryonic kidney cells by radioligand-binding competition assay	Homo sapiens			=	6800	nM	6800	nM	IC50		IC50		=	5.17	InChI=1S/C38H40N10O2/c49-21-20-46-16-18-48(19-17-46)38-40-24-31-22-32(27-4-2-1-3-5-27)34(41-35(31)43-38)28-8-6-26(7-9-28)25-47-14-12-29(13-15-47)36-42-37(45-44-36)30-10-11-33(50)39-23-30/h1-11,22-24,29,49H,12-21,25H2,(H,39,50)(H,42,44,45)	OCCN1CCN(CC1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)C8=CNC(=O)C=C8)cc5
82	313010	CHEMBL827842	Inhibitory activity against human Potassium channel HERG	Homo sapiens			=	17.1	uM	17100	nM	IC50		IC50		=	4.77	InChI=1S/C26H24FN5O3S/c27-21-4-3-15(14-28)10-20(21)16-5-7-32(8-6-16)26(34)19-12-17(23(29)33)11-18(13-19)25-30-24(31-35-25)22-2-1-9-36-22/h1-4,9-13,16H,5-8,14,28H2,(H2,29,33)	NCc1ccc(F)c(c1)C2CCN(CC2)C(=O)c3cc(cc(c3)c4onc(n4)c5cccs5)C(=O)N
5734	1835146	CHEMBL3413736	Inhibition of human ERG assessed as reduction in channel current expressed in HEK cells by patch clamp assay	Homo sapiens			=	8.4	uM	8400	nM	IC50		IC50		=	5.08	InChI=1S/C29H20ClN5O2S/c1-2-37-28(36)27-34-35(22-15-13-21(30)14-16-22)29(38-27)33-26-24(18-31)23(19-9-5-3-6-10-19)17-25(32-26)20-11-7-4-8-12-20/h3-17H,2H2,1H3/b33-29-	CCOC(=O)C1=NN(\C(=N\c2nc(cc(c3ccccc3)c2C#N)c4ccccc4)\S1)c5ccc(Cl)cc5
3113	1274582	CHEMBL1943910	Inhibition of human Erg	Homo sapiens			=	11	uM	11000	nM	IC50		IC50		=	4.96	InChI=1S/C30H37N5O3/c1-4-34(5-2)29(36)25-13-11-24(12-14-25)28(26-9-6-10-27(20-26)32-30(37)38-3)35-18-16-33(17-19-35)22-23-8-7-15-31-21-23/h6-15,20-21,28H,4-5,16-19,22H2,1-3H3,(H,32,37)/t28-/m1/s1	CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3cccnc3)CC2)c4cccc(NC(=O)OC)c4
1592	615596	CHEMBL1101904	Displacement of [3H]dofetilide from human ERG expressed in HEK293 cells	Homo sapiens		HEK293	=	0.32	uM	320	nM	IC50		IC50		=	6.50	InChI=1S/C20H23F3N4/c1-3-16(4-2)25-10-6-9-17-12-18(27-19(13-24)26-17)14-7-5-8-15(11-14)20(21,22)23/h5,7-8,11-12,16,25H,3-4,6,9-10H2,1-2H3	CCC(CC)NCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F
3604	1346320	CHEMBL2039631	Inhibition of human ERG by electrophysiology assay	Homo sapiens			=	60	uM	60000	nM	IC50		IC50		=	4.22	InChI=1S/C19H27Cl2N5O2/c1-13(2)26-6-5-22-17(12-26)18(27)24-7-9-25(10-8-24)19(28)23-14-3-4-15(20)16(21)11-14/h3-4,11,13,17,22H,5-10,12H2,1-2H3,(H,23,28)/t17-/m1/s1	CC(C)N1CCN[C@H](C1)C(=O)N2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3
793	479112	CHEMBL972465	Displacement of [35S]MK499 from human ERG expressed in HEK293 cells	Homo sapiens		HEK293	=	3500	nM	3500	nM	IC50		IC50		=	5.46	InChI=1S/C22H32ClN5O2S/c1-4-27-9-11-28(12-10-27)19-14-18-17(13-16(19)23)25-20(26-18)31-22(2)7-5-15(6-8-22)24-21(29)30-3/h13-15H,4-12H2,1-3H3,(H,24,29)(H,25,26)/t15-,22-	CCN1CCN(CC1)c2cc3[nH]c(S[C@@]4(C)CC[C@@H](CC4)NC(=O)OC)nc3cc2Cl
3398	1337331	CHEMBL2026493	Displacement of [3H] dofetilide from human ERG channel expressed in HEK293 cells after 45 mins by scintillation counting method	Homo sapiens		HEK293	>	100	uM	100000	nM	IC50		IC50		>		InChI=1S/C21H25Cl2N3O4S/c22-16-5-10-19(23)20(15-16)24-21(27)25-31(28,29)18-8-6-17(7-9-18)30-14-4-13-26-11-2-1-3-12-26/h5-10,15H,1-4,11-14H2,(H2,24,25,27)	Clc1ccc(Cl)c(NC(=O)NS(=O)(=O)c2ccc(OCCCN3CCCCC3)cc2)c1
437	414293	CHEMBL941016	Inhibition of hERG expressed in HEK cells	Homo sapiens			=	4600	nM	4600	nM	IC50		IC50		=	5.34	InChI=1S/C25H29FN4O2/c1-18(31)24-25(19-6-3-2-4-7-19,10-5-13-29-14-11-27-12-15-29)23-17-32-22-9-8-20(26)16-21(22)30(23)28-24/h2-4,6-9,16,23,27H,5,10-15,17H2,1H3/t23-,25+/m0/s1	CC(=O)C1=NN2[C@@H](COc3ccc(F)cc23)[C@@]1(CCCN4CCNCC4)c5ccccc5
2670	490600	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	10000	nM	10000	nM	IC50		IC50		=	5.00	InChI=1S/C22H25N3O2/c1-17-23-21-8-3-2-7-20(21)22(26)25(17)18-9-11-19(12-10-18)27-16-6-15-24-13-4-5-14-24/h2-3,7-12H,4-6,13-16H2,1H3	CC1=Nc2ccccc2C(=O)N1c3ccc(OCCCN4CCCC4)cc3
3506	1341615	CHEMBL2032544	Displacement of [3H]dofetilide from human ERG	Homo sapiens			=	26	uM	26000	nM	IC50		IC50		=	4.59	InChI=1S/C30H35F3N8O2/c31-30(32,33)25-6-14-36-28(39-25)40-15-7-20(8-16-40)27(42)41-17-9-23(19-41)38-22-4-10-29(43,11-5-22)24-3-2-21(18-37-24)26-34-12-1-13-35-26/h1-3,6,12-14,18,20,22-23,38,43H,4-5,7-11,15-17,19H2/t22-,23-,29-/m0/s1	O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)C3CCN(CC3)c4nccc(n4)C(F)(F)F)c5ccc(cn5)c6ncccn6
819	451689	CHEMBL973619	Inhibition of human ERG expressed in CHO cells by Patch clamp assay	Homo sapiens		CHO	=	0.56	uM	560	nM	IC50		IC50		=	6.25	InChI=1S/C25H25ClF3N3O2/c26-20-2-1-3-23(14-20)34-17-24(33)30-21-9-11-31(12-10-21)15-18-8-13-32(16-18)22-6-4-19(5-7-22)25(27,28)29/h1-8,13-14,16,21H,9-12,15,17H2,(H,30,33)	FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)COc4cccc(Cl)c4)c2
427	414593	CHEMBL940929	Displacement of [3H]bufuralol from hERG channel expressed in HEK293 cells	Homo sapiens		HEK293	=	13	uM	13000	nM	IC50		IC50		=	4.89	InChI=1S/C22H25FN2O3/c23-18-3-1-2-17(13-18)22(28)8-10-25(11-9-22)14-20(26)16-4-6-19-15(12-16)5-7-21(27)24-19/h1-4,6,12-13,20,26,28H,5,7-11,14H2,(H,24,27)	OC(CN1CCC(O)(CC1)c2cccc(F)c2)c3ccc4NC(=O)CCc4c3
5421	1760360	CHEMBL3296720	Inhibition of human ERG	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C18H17Cl2N5O2/c19-9-1-4-11(12(20)7-9)15(26)8-25-16-13(24-18(25)21)5-6-14(23-16)17(27)22-10-2-3-10/h1,4-7,10,15,26H,2-3,8H2,(H2,21,24)(H,22,27)	Nc1nc2ccc(nc2n1CC(O)c3ccc(Cl)cc3Cl)C(=O)NC4CC4
1910	649393	CHEMBL1177037	Inhibition of human ERG expressed in CHO cells by patch clamp assay	Homo sapiens		CHO	=	20	uM	20000	nM	IC50		IC50		=	4.70	InChI=1S/C21H21F6N3O4S/c1-13(20(22,23)24)34-17-5-4-15(35(2,32)33)11-16(17)19(31)30-9-7-29(8-10-30)18-6-3-14(12-28-18)21(25,26)27/h3-6,11-13H,7-10H2,1-2H3	CC(Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cn3)C(F)(F)F)S(=O)(=O)C)C(F)(F)F
6555	1983622	CHEMBL3705667	BindingDB_Patents: Inhibition Assay. The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel.The membrane potential was held at -80 mV and repetitively (every 15 seconds) depolarized to +20 mV for 4800 milliseconds after the pulse to -50 mV for 20 milliseconds served to define the baseline, followed by repolarizing step to -50 mV for 5000 milliseconds to evaluate of the tail current amplitude. Experiments were conducted at room temperature.	Homo sapiens			>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C14H13BrF2N2O2/c15-8-1-2-10-9(3-8)14(7-21-11(18)19-14)12(6-20-10)4-13(16,17)5-12/h1-3H,4-7H2,(H2,18,19)	NC1=NC2(CO1)c3cc(Br)ccc3OCC24CC(F)(F)C4
5406	1760364	CHEMBL3296720	Inhibition of human ERG	Homo sapiens			>	33.3	uM	33300	nM	IC50		IC50		>		InChI=1S/C18H15ClF6N4O2/c1-8(17(20,21)22)31-14-5-4-12-15(28-14)29(16(26)27-12)7-13(30)10-3-2-9(6-11(10)19)18(23,24)25/h2-6,8,13,30H,7H2,1H3,(H2,26,27)	CC(Oc1ccc2nc(N)n(CC(O)c3ccc(cc3Cl)C(F)(F)F)c2n1)C(F)(F)F
6937	2085526	CHEMBL3806618	Inhibition of human ERG expressed in HEK293 cells assessed as tail current at -50 mV holding potential by whole-cell patch clamp method	Homo sapiens			=	1.45	uM	1450	nM	IC50		IC50		=	5.84	InChI=1S/C18H22ClN3O2/c19-15-5-7-16(8-6-15)22-18(23)10-9-17(20-22)24-14-4-13-21-11-2-1-3-12-21/h5-10H,1-4,11-14H2	Clc1ccc(cc1)N2N=C(OCCCN3CCCCC3)C=CC2=O
857	469142	CHEMBL989030	Inhibition of human ERG channel in HEK293 cells by voltage-clamp method	Homo sapiens		HEK293	=	680	nM	680	nM	IC50		IC50		=	6.17	InChI=1S/C19H19NO/c1-2-6-15(7-3-1)17-14-19(10-12-20-13-11-19)21-18-9-5-4-8-16(17)18/h1-9,14,20H,10-13H2	C1CC2(CCN1)Oc3ccccc3C(=C2)c4ccccc4
2141	1056550	CHEMBL1648352	Displacement of radiolabeled MK-499 from human ERG expressed in HEK293 cells	Homo sapiens		HEK293						IC50	Not Determined	IC50				InChI=1S/C21H17FN4O2/c1-13-11-26(12-23-13)17-8-6-14(10-18(17)28-2)7-9-19-24-16-5-3-4-15(22)20(16)21(27)25-19/h3-12H,1-2H3,(H,24,25,27)/b9-7+	COc1cc(\C=C\C2=Nc3cccc(F)c3C(=O)N2)ccc1n4cnc(C)c4
3402	1337335	CHEMBL2026493	Displacement of [3H] dofetilide from human ERG channel expressed in HEK293 cells after 45 mins by scintillation counting method	Homo sapiens		HEK293	>	100	uM	100000	nM	IC50		IC50		>		InChI=1S/C21H27N3O4S/c25-21(22-18-8-2-1-3-9-18)23-29(26,27)20-12-10-19(11-13-20)28-17-7-6-16-24-14-4-5-15-24/h1-3,8-13H,4-7,14-17H2,(H2,22,23,25)	O=C(Nc1ccccc1)NS(=O)(=O)c2ccc(OCCCCN3CCCC3)cc2
6842	2076821	CHEMBL3791472	Inhibition of human ERG by IonWork assay	Homo sapiens			=	14	uM	14000	nM	IC50		IC50		=	4.85	InChI=1S/C25H28N4O4/c1-25(16-31-17-25)15-28(2)12-18-8-10-20(11-9-18)32-21-13-29(14-21)24(30)23-27-26-22(33-23)19-6-4-3-5-7-19/h3-11,21H,12-17H2,1-2H3	CN(Cc1ccc(OC2CN(C2)C(=O)c3oc(nn3)c4ccccc4)cc1)CC5(C)COC5
4580	1523269	CHEMBL2342727	Inhibition of human ERG	Homo sapiens			=	16	uM	16000	nM	IC50		IC50		=	4.80	InChI=1S/C24H31F3N4O/c1-30-11-13-31(14-12-30)22-16-20(24(25,26)27)15-21(29-22)17-32-18-23(7-9-28-10-8-23)19-5-3-2-4-6-19/h2-6,15-16,28H,7-14,17-18H2,1H3	CN1CCN(CC1)c2cc(cc(COCC3(CCNCC3)c4ccccc4)n2)C(F)(F)F
2808	403091	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	20000	nM	20000	nM	IC50		IC50		=	4.70	InChI=1S/C25H27N5/c1-18-6-5-14-29(18)15-12-20-8-10-23-21(16-20)9-11-24(28-23)22-17-27-30(19(22)2)25-7-3-4-13-26-25/h3-4,7-11,13,16-18H,5-6,12,14-15H2,1-2H3/t18-/m1/s1	C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnn(c4C)c5ccccn5
6600	2261	CHEMBL3744556	Inhibition of human ERG	Homo sapiens			=	901	nM	901	nM	IC50		IC50		=	6.05	InChI=1S/C18H19ClN4/c1-22-8-10-23(11-9-22)18-14-4-2-3-5-15(14)20-16-7-6-13(19)12-17(16)21-18/h2-7,12,20H,8-11H2,1H3	CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24
1255	564035	CHEMBL1061548	Inhibition of [35S]MK499 binding to human ERG transfected in HEK293 cells by microscintillation counting	Homo sapiens		HEK293	=	440	nM	440	nM	IC50		IC50		=	6.36	InChI=1S/C22H27NO4S/c1-17-22(27-20-7-2-3-8-21(20)28(17,24)25)18-9-11-19(12-10-18)26-16-6-15-23-13-4-5-14-23/h2-3,7-12,17,22H,4-6,13-16H2,1H3/t17-,22-/m0/s1	C[C@H]1[C@H](Oc2ccccc2S1(=O)=O)c3ccc(OCCCN4CCCC4)cc3
3992	1427821	CHEMBL2168489	Binding affinity to human ERG expressed in CHOK1 cells by IonWorks HT assay	Homo sapiens		CHO-K1						IC50	Not Determined	IC50				InChI=1S/C23H20F2N4O3/c24-23(25)32-19-9-8-15(13-27-19)14-28-21(30)20-17-6-1-2-7-18(17)22(31)29(20)12-10-16-5-3-4-11-26-16/h1-9,11,13,20,23H,10,12,14H2,(H,28,30)	FC(F)Oc1ccc(CNC(=O)C2N(CCc3ccccn3)C(=O)c4ccccc24)cn1
2996	1262490	CHEMBL1919843	Inhibition of human ERG by binding assay	Homo sapiens			>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C14H15ClN6O/c1-17-8-2-3-21(6-8)12-11-10(19-14(16)20-12)9-4-7(15)5-18-13(9)22-11/h4-5,8,17H,2-3,6H2,1H3,(H2,16,19,20)/t8-/m1/s1	CN[C@@H]1CCN(C1)c2nc(N)nc3c2oc4ncc(Cl)cc34
5345	10813	CHEMBL3295404	Inhibition of human cloned ERG expressed in CHO cells assessed as inhibition of potassium channel current by automated patch clamp assay	Homo sapiens			=	2.7	nM	2.7	nM	IC50		IC50		=	8.57	InChI=1S/C24H26ClFN4O/c25-18-1-6-23-21(15-18)22(16-30(23)20-4-2-19(26)3-5-20)17-7-10-28(11-8-17)13-14-29-12-9-27-24(29)31/h1-6,15-17H,7-14H2,(H,27,31)	Fc1ccc(cc1)n2cc(C3CCN(CCN4CCNC4=O)CC3)c5cc(Cl)ccc25
4718	1570706	CHEMBL2406416	Inhibition of human ERG by patch clamp method	Homo sapiens			=	46	uM	46000	nM	IC50		IC50		=	4.34	InChI=1S/C28H36ClN5O3S/c1-17(2)37-25-15-21(20-10-12-30-13-11-20)19(5)14-24(25)33-28-31-16-22(29)27(34-28)32-23-8-6-7-9-26(23)38(35,36)18(3)4/h6-9,14-18,20,30H,10-13H2,1-5H3,(H2,31,32,33,34)	CC(C)Oc1cc(C2CCNCC2)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3
