	molregno	assay_chembl_id	description	assay_organism	assay_tissue	assay_cell_type	standard_relation	published_value	published_units	standard_value	standard_units	standard_type	activity_comment	published_type	data_validity_comment	published_relation	pchembl_value	standard_inchi	canonical_smiles
539	440472	CHEMBL949251	Inhibition of human ERG potassium current expressed in HEK293 cells by patch-clamp technique	Homo sapiens		HEK293	=	420	nM	420	nM	IC50		IC50		=	6.38	InChI=1S/C22H29N7O2/c1-5-23-17-8-9-28(12-17)13-21(30)24-19-11-20(29-15(3)10-14(2)27-29)26-22(25-19)18-7-6-16(4)31-18/h6-7,10-11,17,23H,5,8-9,12-13H2,1-4H3,(H,24,25,26,30)/t17-/m0/s1	CCN[C@H]1CCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)C1
2416	1161841	CHEMBL1803471	Inhibition of human ERG expressed in CHO cells by Q-patch assay	Homo sapiens		CHO						IC50	Not Determined	IC50				InChI=1S/C20H18F3N5O/c21-13-3-1-12(2-4-13)19-20(25-14-5-6-15(22)16(23)9-14)28-8-7-27(18(29)10-24)11-17(28)26-19/h1-6,9,25H,7-8,10-11,24H2	NCC(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(F)c(F)c4
6116	1949654	CHEMBL3587702	Inhibition of [3H]-astemizole binding to human ERG expressed in HEK293 cells	Homo sapiens			>	10	uM	10000	nM	IC50		IC50		>		InChI=1S/C21H22FN7O/c1-13-7-14(2)26-21(25-13)28-11-15-9-27(10-16(15)12-28)20(30)18-8-17(22)3-4-19(18)29-23-5-6-24-29/h3-8,15-16H,9-12H2,1-2H3/t15-,16+	Cc1cc(C)nc(n1)N2C[C@H]3CN(C[C@H]3C2)C(=O)c4cc(F)ccc4n5nccn5
5991	1843311	CHEMBL3428449	Displacement of MK499 from human ERG	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C27H29FN4O4/c28-19-12-30-20-3-4-22(33)32-15-27(34,23(19)24(20)32)14-26-7-5-25(6-8-26,16-36-26)31-11-18-10-17-2-1-9-35-21(17)13-29-18/h3-4,10,12-13,31,34H,1-2,5-9,11,14-16H2/t25?,26?,27-/m0/s1	O[C@@]1(CC23CCC(CC2)(CO3)NCc4cc5CCCOc5cn4)CN6C(=O)C=Cc7ncc(F)c1c67
3444	1343938	CHEMBL2034394	Inhibition of human ERG by IonWorks assay	Homo sapiens			=	16	uM	16000	nM	IC50		IC50		=	4.80	InChI=1S/C24H29N3O2/c1-2-25-23(28)19-7-5-18(6-8-19)20-9-10-22-21(17-20)11-14-27(24(22)29)16-15-26-12-3-4-13-26/h5-10,17H,2-4,11-16H2,1H3,(H,25,28)	CCNC(=O)c1ccc(cc1)c2ccc3C(=O)N(CCN4CCCC4)CCc3c2
5662	1619765	CHEMBL3396520	Inhibition of human ERG by Q-patch assay	Homo sapiens			>	40	uM	40000	nM	IC50		IC50		>		InChI=1S/C44H54N8O6S/c1-23(2)36(48-43(55)57-7)41(53)51-21-25(5)17-33(51)38-45-20-32(47-38)29-13-9-27(10-14-29)28-11-15-30(16-12-28)35-19-31-40(59-35)50-39(46-31)34-18-26(6)22-52(34)42(54)37(24(3)4)49-44(56)58-8/h9-16,19-20,23-26,33-34,36-37H,17-18,21-22H2,1-8H3,(H,45,47)(H,46,50)(H,48,55)(H,49,56)/t25-,26-,33-,34-,36-,37-/m0/s1	COC(=O)N[C@@H](C(C)C)C(=O)N1C[C@@H](C)C[C@H]1c2ncc([nH]2)c3ccc(cc3)c4ccc(cc4)c5cc6[nH]c(nc6s5)[C@@H]7C[C@H](C)CN7C(=O)[C@@H](NC(=O)OC)C(C)C
1400	562842	CHEMBL1061741	Inhibition of human ERG expressed in CHO cells by patch-clamp assay	Homo sapiens		CHO	=	3	uM	3000	nM	IC50		IC50		=	5.52	InChI=1S/C26H34F3N5O2/c27-26(28,29)21-2-4-23(5-3-21)33-12-6-20(17-33)16-31-10-7-22(8-11-31)30-25(35)34-18-24(19-34)32-9-1-14-36-15-13-32/h2-6,12,17,22,24H,1,7-11,13-16,18-19H2,(H,30,35)	FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)N4CC(C4)N5CCCOCC5)c2
6469	2036541	CHEMBL3705667	BindingDB_Patents: Inhibition Assay. The hERG potassium current was measured in a hERG-stably-expressing Chinese hamster ovary K1 (CHO) cells. The experiments were performed using an automated planar patch-clamp system QPatch HTX (Sophion Bioscience A/S). The application of pressure for forming gigaseals and whole-cell patch clamp configuration were established using the QPatch assay software. Patch-clamp experiments were performed in voltage-clamp mode and whole-cell currents were recorded. The following stimulation protocol was applied to investigate the effects of compounds on hERG potassium channel.The membrane potential was held at -80 mV and repetitively (every 15 seconds) depolarized to +20 mV for 4800 milliseconds after the pulse to -50 mV for 20 milliseconds served to define the baseline, followed by repolarizing step to -50 mV for 5000 milliseconds to evaluate of the tail current amplitude. Experiments were conducted at room temperature.	Homo sapiens			>	10000	nM	10000	nM	IC50		IC50		>		InChI=1S/C20H20N4O3/c21-17-24-20(11-26-17)15-6-13(14-7-22-12-23-8-14)2-3-16(15)27-19(4-1-5-19)18(20)9-25-10-18/h2-3,6-8,12H,1,4-5,9-11H2,(H2,21,24)	NC1=NC2(CO1)c3cc(ccc3OC4(CCC4)C25COC5)c6cncnc6
6839	2076819	CHEMBL3791472	Inhibition of human ERG by IonWork assay	Homo sapiens			=	8.5	uM	8500	nM	IC50		IC50		=	5.07	InChI=1S/C24H26N4O5/c1-30-18-9-5-17(6-10-18)22-25-26-23(33-22)24(29)28-14-21(15-28)32-19-7-3-16(4-8-19)11-27-12-20(13-27)31-2/h3-10,20-21H,11-15H2,1-2H3	COC1CN(Cc2ccc(OC3CN(C3)C(=O)c4oc(nn4)c5ccc(OC)cc5)cc2)C1
2762	631805	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	18000	nM	18000	nM	IC50		IC50		=	4.75	InChI=1S/C21H23N3/c1-16-5-4-13-24(16)14-11-17-7-9-19-18(15-17)8-10-21(23-19)20-6-2-3-12-22-20/h2-3,6-10,12,15-16H,4-5,11,13-14H2,1H3/t16-/m1/s1	C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccccn4
6727	2070965	CHEMBL3774209	Inhibition of human ERG channel	Homo sapiens			=	9.1	uM	9100	nM	IC50		IC50		=	5.04	InChI=1S/C13H15F2NO.ClH/c1-2-3-17-13-6-12(15)11(14)5-10(13)9-4-8(9)7-16;/h2,5-6,8-9H,1,3-4,7,16H2;1H	Cl.NCC1CC1c2cc(F)c(F)cc2OCC=C
6641	2057676	CHEMBL3755637	Displacement of MK499 from human ERG	Homo sapiens			=	3.3	uM	3300	nM	IC50		IC50		=	5.48	InChI=1S/C27H31FN6O6S/c1-38-23-6-4-19-24(33-23)17(18(28)13-29-19)11-21(34-41(2,36)37)27-9-7-26(8-10-27,15-40-27)30-12-16-3-5-20-25(31-16)32-22(35)14-39-20/h3-6,13,21,30,34H,7-12,14-15H2,1-2H3,(H,31,32,35)	COc1ccc2ncc(F)c(CC(NS(=O)(=O)C)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1
3521	1341765	CHEMBL2032798	Inhibition of human ERG	Homo sapiens			>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C27H37N3O3/c1-29(13-3-4-26(31)28-21-7-8-21)27(32)20-6-10-25-23(17-20)22-16-19(5-9-24(22)30(25)2)18-11-14-33-15-12-18/h6,10,17-19,21H,3-5,7-9,11-16H2,1-2H3,(H,28,31)	CN(CCCC(=O)NC1CC1)C(=O)c2ccc3c(c2)c4CC(CCc4n3C)C5CCOCC5
4180	1443320	CHEMBL2215015	Inhibition of human recombinant ERG expressed in HEK293 cells after 5 to 10 mins by conventional whole-cell patch clamp assay	Homo sapiens		HEK293	=	13	uM	13000	nM	IC50		IC50		=	4.89	InChI=1S/C18H22N4S/c19-18(17-2-1-11-23-17)21-14-3-4-16-13(12-14)7-10-22(16)15-5-8-20-9-6-15/h1-4,11-12,15,20H,5-10H2,(H2,19,21)	N=C(Nc1ccc2N(CCc2c1)C3CCNCC3)c4cccs4
4696	1565379	CHEMBL2396019	Inhibition of human ERG expressed in HEK cells by ion flux electrophysiology method	Homo sapiens			=	22.7	uM	22700	nM	IC50		IC50		=	4.64	InChI=1S/C26H31ClN2O6/c27-18-1-4-23-17(11-18)13-26(35-23)6-9-28(10-7-26)14-21(32)16-34-24-12-19(30)2-3-22(24)25(33)29-8-5-20(31)15-29/h1-4,11-12,20-21,30-32H,5-10,13-16H2/t20-,21-/m0/s1	O[C@H](COc1cc(O)ccc1C(=O)N2CC[C@H](O)C2)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4
734	6579	CHEMBL949428	Inhibition of human cloned ERG	Homo sapiens			=	2.5	uM	2500	nM	IC50		IC50		=	5.60	InChI=1S/C18H26ClN3/c1-4-22(5-2)12-6-7-14(3)21-17-10-11-20-18-13-15(19)8-9-16(17)18/h8-11,13-14H,4-7,12H2,1-3H3,(H,20,21)	CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12
2505	1168345	CHEMBL1816746	Inhibition of human ERG expressed in CHO cells by high throughput single cell planar patch clamp method	Homo sapiens		CHO						IC50	Not Determined	IC50				InChI=1S/C19H23N/c1-20-13-18-8-4-5-11-19(18,14-20)17-10-9-15-6-2-3-7-16(15)12-17/h2-3,6-7,9-10,12,18H,4-5,8,11,13-14H2,1H3/t18-,19+/m0/s1	CN1C[C@@H]2CCCC[C@@]2(C1)c3ccc4ccccc4c3
6609	2056775	CHEMBL3750698	Inhibition of human ERG by IKr binding assay	Homo sapiens			=	31	uM	31000	nM	IC50		IC50		=	4.51	InChI=1S/C29H36N2O4/c1-28(2)19-29(27(34)35-28)14-16-31(17-15-29)26(33)22-10-8-20(9-11-22)18-23-12-13-24(30-23)25(32)21-6-4-3-5-7-21/h3-11,23-25,30,32H,12-19H2,1-2H3/t23-,24+,25+/m0/s1	CC1(C)CC2(CCN(CC2)C(=O)c3ccc(C[C@@H]4CC[C@@H](N4)[C@H](O)c5ccccc5)cc3)C(=O)O1
2969	1178683	CHEMBL1837909	Displacement of [3H]-astemizole from human ERG in HEK293 cells after 1 hrs by scintillation counting	Homo sapiens		HEK293	=	6.2	uM	6200	nM	IC50		IC50		=	5.21	InChI=1S/C22H30F3N5O/c1-13(2)14-3-6-17(7-4-14)30-11-16(12-30)27-20(31)10-26-21-18-9-15(22(23,24)25)5-8-19(18)28-29-21/h5,8-9,13-14,16-17H,3-4,6-7,10-12H2,1-2H3,(H,27,31)(H2,26,28,29)/t14-,17+	CC(C)[C@@H]1CC[C@@H](CC1)N2CC(C2)NC(=O)CNc3n[nH]c4ccc(cc34)C(F)(F)F
5675	1831013	CHEMBL3404543	Inhibition of human ERG by MK499 binding assay	Homo sapiens			>	60	uM	60000	nM	IC50		IC50		>		InChI=1S/C26H26FN5O5/c27-16-10-28-17-2-4-20(34)32-13-26(35,21(16)22(17)32)12-25-7-5-24(6-8-25,14-37-25)29-9-15-1-3-18-23(30-15)31-19(33)11-36-18/h1-4,10,29,35H,5-9,11-14H2,(H,30,31,33)/t24?,25?,26-/m1/s1	O[C@]1(CC23CCC(CC2)(CO3)NCc4ccc5OCC(=O)Nc5n4)CN6C(=O)C=Cc7ncc(F)c1c67
5823	1838790	CHEMBL3418525	Inhibition of ERG channel expressed in human embryonic kidney cells assessed as tail current amplitude measured for 3 to 30 mins by PatchXpress electrophysiology assay	Homo sapiens			>	30	uM	30000	nM	IC50		IC50		>		InChI=1S/C18H24N6O4S/c1-10-5-12(28-2)7-16(22-10)24-14-6-11(8-21-17(14)18(20)25)23-15-9-29(26,27)4-3-13(15)19/h5-8,13,15,23H,3-4,9,19H2,1-2H3,(H2,20,25)(H,22,24)/t13-,15+/m0/s1	COc1cc(C)nc(Nc2cc(N[C@@H]3CS(=O)(=O)CC[C@@H]3N)cnc2C(=O)N)c1
1270	560213	CHEMBL1063264	Inhibition of human ERG	Homo sapiens			>	80	uM	80000	nM	IC50		IC50		>		InChI=1S/C23H28N6O3/c1-16-12-17-13-18(7-8-20(17)32-16)26-23(25-15-24)27-19-6-2-3-11-29(22(19)31)14-21(30)28-9-4-5-10-28/h7-8,12-13,19H,2-6,9-11,14H2,1H3,(H2,25,26,27)/t19-/m0/s1	Cc1oc2ccc(cc2c1)\N=C(\NC#N)/N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O
5340	1746889	CHEMBL3266700	Inhibition of human ERG by electrophysiology assay	Homo sapiens			=	26	uM	26000	nM	IC50		IC50		=	4.59	InChI=1S/C22H22N4O2/c23-14-17-3-7-19(8-4-17)18-5-1-16(2-6-18)13-20(15-24)26-21(27)22(25)9-11-28-12-10-22/h1-8,20H,9-13,25H2,(H,26,27)/t20-/m0/s1	NC1(CCOCC1)C(=O)N[C@@H](Cc2ccc(cc2)c3ccc(cc3)C#N)C#N
3409	1337342	CHEMBL2026493	Displacement of [3H] dofetilide from human ERG channel expressed in HEK293 cells after 45 mins by scintillation counting method	Homo sapiens		HEK293	>	100	uM	100000	nM	IC50		IC50		>		InChI=1S/C22H27Cl2N3O4S/c23-17-6-11-20(24)21(16-17)25-22(28)26-32(29,30)19-9-7-18(8-10-19)31-15-5-4-14-27-12-2-1-3-13-27/h6-11,16H,1-5,12-15H2,(H2,25,26,28)	Clc1ccc(Cl)c(NC(=O)NS(=O)(=O)c2ccc(OCCCCN3CCCCC3)cc2)c1
981	469441	CHEMBL1027247	Displacement of [3H]astemizole from human ERG expressed in HEK293 cells	Homo sapiens		HEK293	=	2.4	uM	2400	nM	IC50		IC50		=	5.62	InChI=1S/C20H28N2O4S/c1-15-4-5-17(12-16(15)2)10-11-21-13-19(23)14-26-20-8-6-18(7-9-20)22-27(3,24)25/h4-9,12,19,21-23H,10-11,13-14H2,1-3H3/t19-/m0/s1	Cc1ccc(CCNC[C@H](O)COc2ccc(NS(=O)(=O)C)cc2)cc1C
450	415828	CHEMBL943040	Inhibition of hERG by patch clamp assay	Homo sapiens			=	19600	nM	19600	nM	IC50		IC50		=	4.71	InChI=1S/C20H24N4O/c1-13-7-14(5-6-15(13)8-21)10-24-11-18(19(23)12-24)20(25)17-4-2-3-16(17)9-22/h5-7,16-19H,2-4,10-12,23H2,1H3/t16-,17?,18+,19-/m0/s1	Cc1cc(CN2C[C@H](N)[C@@H](C2)C(=O)C3CCC[C@H]3C#N)ccc1C#N
2368	1148020	CHEMBL1780626	Inhibition of human ERG by HT patch clamp assay	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C25H32N4O2/c1-15-20-5-4-9-28-10-8-16(14-28)27-19-11-17(6-7-18(19)24(26)31)29(20)21-12-25(2,3)13-22(30)23(15)21/h6-7,11,16,27H,4-5,8-10,12-14H2,1-3H3,(H2,26,31)/t16-/m0/s1	Cc1c2CCCN3CC[C@@H](C3)Nc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15
3652	1347611	CHEMBL2045992	Binding affinity to human Erg	Homo sapiens			=	31	uM	31000	nM	IC50		IC50		=	4.51	InChI=1S/C31H28N6O4/c1-21-3-2-15-33-26(21)19-35-17-13-31(14-18-35)29(40)36(30(41)37(31)27-12-16-32-20-34-27)25-10-8-23(9-11-25)22-4-6-24(7-5-22)28(38)39/h2-12,15-16,20H,13-14,17-19H2,1H3,(H,38,39)	Cc1cccnc1CN2CCC3(CC2)N(C(=O)N(C3=O)c4ccc(cc4)c5ccc(cc5)C(=O)O)c6ccncn6
2958	1178694	CHEMBL1837909	Displacement of [3H]-astemizole from human ERG in HEK293 cells after 1 hrs by scintillation counting	Homo sapiens		HEK293	=	7.4	uM	7400	nM	IC50		IC50		=	5.13	InChI=1S/C22H28F3N5O2/c1-2-9-32-17-6-4-16(5-7-17)30-12-15(13-30)27-20(31)11-26-21-18-10-14(22(23,24)25)3-8-19(18)28-29-21/h2-3,8,10,15-17H,1,4-7,9,11-13H2,(H,27,31)(H2,26,28,29)/t16-,17+	FC(F)(F)c1ccc2[nH]nc(NCC(=O)NC3CN(C3)[C@@H]4CC[C@@H](CC4)OCC=C)c2c1
1172	457144	CHEMBL953566	Inhibition of human ERG by patch-clamp technique	Homo sapiens			=	6.85	uM	6850	nM	IC50		IC50		=	5.16	InChI=1S/C19H24N2O/c1-20-18(11-10-16-8-4-2-5-9-16)14-17(19(20)22)15-21-12-6-3-7-13-21/h2,4-5,8-9,17-18H,3,6-7,12-15H2,1H3/t17-,18-/m1/s1	CN1[C@@H](C[C@H](CN2CCCCC2)C1=O)C#Cc3ccccc3
2081	716690	CHEMBL1291783	Displacement of [3H]-dofetilide from human hERG	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C23H29N3O2S/c1-16(2)26-14-22(23(15-26)25-29(27,28)17(3)4)21-11-9-20(10-12-21)19-7-5-18(13-24)6-8-19/h5-12,16-17,22-23,25H,14-15H2,1-4H3/t22-,23+/m1/s1	CC(C)N1C[C@H](NS(=O)(=O)C(C)C)[C@H](C1)c2ccc(cc2)c3ccc(cc3)C#N
5644	1789052	CHEMBL3370429	Inhibition of human ERG expressed in CHO cells after 20 mins by patch clamp assay	Homo sapiens			>	40	uM	40000	nM	IC50		IC50		>		InChI=1S/C15H15F4N3O/c16-9-3-11(6-20)22(7-9)15(23)4-10(21)1-8-2-13(18)14(19)5-12(8)17/h2,5,9-11H,1,3-4,7,21H2/t9-,10+,11-/m0/s1	N[C@@H](CC(=O)N1C[C@@H](F)C[C@H]1C#N)Cc2cc(F)c(F)cc2F
2261	1137513	CHEMBL1764797	Displacement of [3H]-dofetilide from human ERG expressed in human HEK293 cells after 90 mins by scintillation counting	Homo sapiens		HEK293	=	0.028	uM	28	nM	IC50		IC50		=	7.55	InChI=1S/C29H32ClN3O3/c1-34-23-8-5-20(6-9-23)24-18-33(13-12-19-4-11-27(35-2)28(14-19)36-3)17-21(24)15-29-31-25-10-7-22(30)16-26(25)32-29/h4-11,14,16,21,24H,12-13,15,17-18H2,1-3H3,(H,31,32)/t21-,24+/m0/s1	COc1ccc(cc1)[C@H]2CN(CCc3ccc(OC)c(OC)c3)C[C@@H]2Cc4nc5ccc(Cl)cc5[nH]4
5817	1840289	CHEMBL3419515	Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C17H21Cl2N5O2/c1-13(25)24(5-4-22-6-8-26-9-7-22)17-12-23(21-20-17)11-14-2-3-15(18)16(19)10-14/h2-3,10,12H,4-9,11H2,1H3	CC(=O)N(CCN1CCOCC1)c2cn(Cc3ccc(Cl)c(Cl)c3)nn2
4363	1520671	CHEMBL2328742	Inhibition of human ERG	Homo sapiens			>	33	uM	33000	nM	IC50		IC50		>		InChI=1S/C21H24N4OS/c1-24(2)20(26)17-5-3-4-14(10-17)13-25-8-6-15-11-18-19(27-21(22)23-18)12-16(15)7-9-25/h3-5,10-12H,6-9,13H2,1-2H3,(H2,22,23)	CN(C)C(=O)c1cccc(CN2CCc3cc4nc(N)sc4cc3CC2)c1
4636	1561834	CHEMBL2384313	Inhibition of human ERG by IonWorks assay	Homo sapiens			=	13	uM	13000	nM	IC50		IC50		=	4.89	InChI=1S/C20H19F3N6O3/c21-20(22,23)12-32-19(30)29-15-1-2-16(29)10-28(9-15)18-26-7-17(8-27-18)31-11-13-3-4-25-6-14(13)5-24/h3-4,6-8,15-16H,1-2,9-12H2	FC(F)(F)COC(=O)N1C2CCC1CN(C2)c3ncc(OCc4ccncc4C#N)cn3
5814	1840286	CHEMBL3419515	Inhibition of human ERG expressed in CHO cells at -80 mV holding potential by whole cell patch clamp assay	Homo sapiens								IC50	Not Determined	IC50				InChI=1S/C17H23Cl2N5O/c1-2-5-23(7-6-22-8-10-25-11-9-22)17-13-24(21-20-17)14-3-4-15(18)16(19)12-14/h3-4,12-13H,2,5-11H2,1H3	CCCN(CCN1CCOCC1)c2cn(nn2)c3ccc(Cl)c(Cl)c3
5217	1725386	CHEMBL3224838	Inhibition of human ERG expressed in HEK293 cells after 5 mins by patch clamp assay	Homo sapiens			=	1700	nM	1700	nM	IC50		IC50		=	5.77	InChI=1S/C34H31ClN4O2/c1-23(40)36-29-6-4-5-27(21-29)25-17-19-38(20-18-25)22-24-9-11-26(12-10-24)33(41)34-37-31-7-2-3-8-32(31)39(34)30-15-13-28(35)14-16-30/h2-16,21,25H,17-20,22H2,1H3,(H,36,40)	CC(=O)Nc1cccc(c1)C2CCN(Cc3ccc(cc3)C(=O)c4nc5ccccc5n4c6ccc(Cl)cc6)CC2
2858	1176317	CHEMBL1831617	Displacement of [3H]astemizole from human ERG expressed in HEK293 cells after 1 hr	Homo sapiens		HEK293	=	2.8	uM	2800	nM	IC50		IC50		=	5.55	InChI=1S/C25H29F3N4O3/c1-35-23-10-7-18(12-29-23)16-5-8-21(9-6-16)32-14-20(15-32)31-22(33)13-30-24(34)17-3-2-4-19(11-17)25(26,27)28/h2-4,7,10-12,16,20-21H,5-6,8-9,13-15H2,1H3,(H,30,34)(H,31,33)/t16-,21-	COc1ccc(cn1)[C@@H]2CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F
4114	1438373	CHEMBL2188943	Inhibition of human ERG expressed in CHO cells by patch clamp method	Homo sapiens		CHO	=	10	uM	10000	nM	IC50		IC50		=	5.00	InChI=1S/C27H27ClN4O2/c1-32-16-22(23(17-32)27(34)30-21-13-11-20(28)12-14-21)19-9-6-18(7-10-19)8-15-26(33)31-25-5-3-2-4-24(25)29/h2-15,22-23H,16-17,29H2,1H3,(H,30,34)(H,31,33)/b15-8+/t22-,23+/m1/s1	CN1C[C@@H]([C@H](C1)c2ccc(\C=C\C(=O)Nc3ccccc3N)cc2)C(=O)Nc4ccc(Cl)cc4
3270	1283351	CHEMBL1961177	Inhibition of human ERG by patch-clamp assay	Homo sapiens			=	1.9	uM	1900	nM	IC50		IC50		=	5.72	InChI=1S/C20H20F2N4O/c21-16-4-3-15(18(22)14-16)5-8-24-10-12-26(13-11-24)20(27)17-2-1-7-25-9-6-23-19(17)25/h1-4,6-7,9,14H,5,8,10-13H2	Fc1ccc(CCN2CCN(CC2)C(=O)c3cccn4ccnc34)c(F)c1
635	490263	CHEMBL984727	Inhibition of human ERG	Homo sapiens			=	18	uM	18000	nM	IC50		IC50		=	4.75	InChI=1S/C23H28FN7O2/c1-15(2)31-16(3)25-13-20(31)22-19(24)12-26-23(28-22)27-17-4-6-18(7-5-17)29-8-10-30(11-9-29)21(33)14-32/h4-7,12-13,15,32H,8-11,14H2,1-3H3,(H,26,27,28)	CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CO)ncc2F
3167	351014	CHEMBL1954529	Displacement of 3,7-Bis[2-(4-nitro[3,5-3H]phenyl)ethyl]-3,7-diazabicyclo[3.3.1]nonane from human ERG expressed in HEK cells after 3 hrs	Homo sapiens			=	7.3	uM	7300	nM	IC50		IC50		=	5.14	InChI=1S/C32H38F2N2O5S2/c1-4-36(32(37)19-23-5-9-29(10-6-23)42(2,38)39)28-13-16-35(17-14-28)18-15-31(25-20-26(33)22-27(34)21-25)24-7-11-30(12-8-24)43(3,40)41/h5-12,20-22,28,31H,4,13-19H2,1-3H3/t31-/m1/s1	CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)cc(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
109	343505	CHEMBL868944	Inhibitory activity against human hERG receptor expressed in HEK cells	Homo sapiens			=	11000	nM	11000	nM	IC50		IC50		=	4.96	InChI=1S/C21H19F2NO2/c22-16-8-9-18(23)17(11-16)15-10-19(13-4-2-1-3-5-13)24(12-15)21(26)20(25)14-6-7-14/h1-5,8-11,14,19-20,25H,6-7,12H2/t19-,20-/m0/s1	O[C@@H](C1CC1)C(=O)N2CC(=C[C@H]2c3ccccc3)c4cc(F)ccc4F
2806	632017	CHEMBL1827362	Displacement of [3H]dofetilide from human recombinant ERG by Competitive binding assay	Homo sapiens			=	16800	nM	16800	nM	IC50		IC50		=	4.78	InChI=1S/C27H28F3N5/c1-17-13-22(27(28,29)30)15-26(32-17)35-19(3)23(16-31-35)25-9-7-21-14-20(6-8-24(21)33-25)10-12-34-11-4-5-18(34)2/h6-9,13-16,18H,4-5,10-12H2,1-3H3/t18-/m1/s1	C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnn(c4C)c5cc(cc(C)n5)C(F)(F)F
2034	1594667	CHEMBL1274536	Inhibition of human ERG expressed in HEK cells by patch clamp technique	Homo sapiens			=	6.4	uM	6400	nM	IC50		IC50		=	5.19	InChI=1S/C23H33N5O2/c1-14-12-24-13-15(2)28(14)23-26-21-19(8-5-9-20(21)30-23)22(29)25-16-10-17-6-4-7-18(11-16)27(17)3/h5,8-9,14-18,24H,4,6-7,10-13H2,1-3H3,(H,25,29)/t14-,15-,16-,17-,18+/m0/s1	C[C@H]1CNC[C@H](C)N1c2oc3cccc(C(=O)N[C@@H]4C[C@H]5CCC[C@@H](C4)N5C)c3n2
1022	457030	CHEMBL1018632	Inhibition of human ERG by patch clamp technique	Homo sapiens			>	100	uM	100000	nM	IC50		IC50		>		InChI=1S/C19H26F3N3O4S/c1-13-11-24(12-18(7-8-18)16(23)26)9-10-25(13)30(28,29)15-5-3-14(4-6-15)17(2,27)19(20,21)22/h3-6,13,27H,7-12H2,1-2H3,(H2,23,26)/t13-,17-/m1/s1	C[C@@H]1CN(CC2(CC2)C(=O)N)CCN1S(=O)(=O)c3ccc(cc3)[C@@](C)(O)C(F)(F)F
880	490726	CHEMBL986141	Displacement of [35S]N-[(4R)-1'-[(2R)-6-cyano-1,2,3,4-tetrahydro-2-naphthalenyl]-3,4-dihydro-4-hydroxyspiro[2H-1-benzopyran-2,4'-piperidin]-6-yl]methanesulfonamide from human ERG in HEK293 cells	Homo sapiens		HEK293						IC50	Not Determined	IC50				InChI=1S/C23H32N2O4/c1-24(15-16-25-13-4-3-5-14-25)21(26)17-9-11-23(12-10-17)20-18(22(27)29-23)7-6-8-19(20)28-2/h6-8,17H,3-5,9-16H2,1-2H3/t17-,23-	COc1cccc2C(=O)O[C@@]3(CC[C@H](CC3)C(=O)N(C)CCN4CCCCC4)c12
1720	620537	CHEMBL1111711	Inhibition of human ERG expressed in CHO cells by automated patch clamp electrophysiology assay	Homo sapiens		CHO	=	15300	nM	15300	nM	IC50		IC50		=	4.82	InChI=1S/C23H24FN3O2/c24-21-12-16(8-10-23(28)26-29)7-9-18(21)15-27-11-3-4-17(14-27)20-13-25-22-6-2-1-5-19(20)22/h1-2,5-10,12-13,17,25,29H,3-4,11,14-15H2,(H,26,28)/b10-8+	ONC(=O)\C=C\c1ccc(CN2CCCC(C2)c3c[nH]c4ccccc34)c(F)c1
2533	1169860	CHEMBL1817376	Inhibition of human ERG expressed in HEK293 cells assessed as inhibition of tail current at holding potential of -70 mV after 10 mins by whole-cell patch clamp method	Homo sapiens		HEK293	>	100	uM	100000	nM	IC50		IC50		>		InChI=1S/C18H17NO3S/c1-19-23(2,21)15-10-8-13(9-11-15)16-12-22-18(20)17(16)14-6-4-3-5-7-14/h3-11H,12H2,1-2H3	CN=[S+](C)([O-])c1ccc(cc1)C2=C(C(=O)OC2)c3ccccc3
